         cmcuenta         
--------------------------
 1                       
 11                      
 1101                    
 1102                    
 110201                  
 110202                  
 1103                    
 110301                  
 110302                  
 1104                    
 110401                  
 12                      
 1201                    
 120101                  
 12010101                
 12010102                
 12010103                
 120102                  
 12010201                
 12010202                
 12010203                
 1202                    
 120201                  
 12020101                
 12020102                
 12020103                
 120202                  
 12020201                
 12020202                
 12020203                
 1203                    
 1301                    
 130101                  
 13010101                
 1301010101              
 1301010102              
 1301010103              
 1301010104              
 1301010105              
 1301010106              
 130102                  
 13010201                
 13010202                
 13010203                
 13010204                
 13010205                
 13010206                
 13010207                
 130103                  
 13010301                
 13010302                
 1302                    
 130201                  
 13020101                
 1302010101              
 1302010102              
 1302010103              
 1302010104              
 1302010105              
 1302010106              
 13020102                
 130202                  
 13020201                
 13020202                
 13020203                
 13020204                
 13020205                
 13020206                
 13020207                
 130203                  
 13020301                
 13020302                
 1303                    
 130301                  
 13030101                
 1303010101              
 130301010101            
 130301010102            
 1303010102              
 1303010103              
 13030102                
 130302                  
 13030201                
 13030202                
 14                      
 1401                    
 140101                  
 140102                  
 140103                  
 1402                    
 1403                    
 140301                  
 140302                  
 140303                  
 140304                  
 140305                  
 140306                  
 140307                  
 1404                    
 15                      
 1501                    
 1502                    
 1503                    
 1504                    
 1505                    
 1506                    
 16                      
 1601                    
 160101                  
 160102                  
 160103                  
 160104                  
 160105                  
 160106                  
 160107                  
 160108                  
 1602                    
 160201                  
 160202                  
 160203                  
 160204                  
 160205                  
 160206                  
 160207                  
 160208                  
 1603                    
 160301                  
 160302                  
 160303                  
 160304                  
 160305                  
 160306                  
 1604                    
 160401                  
 160402                  
 160403                  
 160404                  
 160405                  
 160406                  
 1701                    
 170101                  
 17010101                
 17010102                
 170102                  
 17010201                
 17010202                
 170103                  
 17010301                
 17010302                
 1702                    
 170201                  
 17020101                
 17020102                
 170202                  
 17020201                
 17020202                
 170203                  
 17020301                
 17020302                
 18                      
 1801                    
 1802                    
 1901                    
 190101                  
 19010101                
 1901010101              
 1901010102              
 1901010103              
 1901010104              
 1901010105              
 19010102                
 1901010201              
 1901010202              
 1901010203              
 1901010204              
 1901010205              
 19010103                
 1901010301              
 190101030101            
 190101030102            
 1901010302              
 190101030201            
 190101030202            
 1901010303              
 1901010304              
 1901010305              
 1901010306              
 1901010307              
 1901010308              
 1901010309              
 1901010310              
 190102                  
 19010201                
 1901020101              
 1901020102              
 190102010201            
 190102010202            
 1901020103              
 190102010301            
 190102010302            
 190102010303            
 1902                    
 2                       
 21                      
 2101                    
 210101                  
 21010101                
 2101010101              
 2101010102              
 21010102                
 2101010201              
 2101010202              
 210102                  
 21010201                
 21010202                
 2102                    
 210201                  
 21020101                
 21020102                
 210202                  
 21020201                
 21020202                
 22                      
 2201                    
 220101                  
 220102                  
 220103                  
 220104                  
 220105                  
 2202                    
 220201                  
 220202                  
 220203                  
 220204                  
 220205                  
 23                      
 2301                    
 2302                    
 24                      
 2401                    
 2402                    
 2403                    
 2404                    
 2405                    
 240501                  
 240502                  
 240503                  
 2406                    
 2407                    
 240701                  
 24070101                
 24070102                
 24070103                
 24070104                
 24070105                
 240702                  
 240703                  
 240704                  
 240705                  
 240706                  
 240707                  
 240708                  
 240709                  
 240710                  
 240711                  
 240712                  
 24071201                
 24071202                
 2407120201              
 2407120202              
 2407120203              
 240713                  
 24071301                
 24071302                
 24071303                
 24071304                
 24071305                
 24071306                
 240714                  
 240715                  
 240716                  
 25                      
 26                      
 2601                    
 260101                  
 260102                  
 260103                  
 260104                  
 260105                  
 260106                  
 2602                    
 260201                  
 260202                  
 260203                  
 260204                  
 260205                  
 4                       
 41                      
 4101                    
 410101                  
 410102                  
 410103                  
 4102                    
 410201                  
 410202                  
 410203                  
 4103                    
 4104                    
 4105                    
 4106                    
 4107                    
 42                      
 4201                    
 4202                    
 4203                    
 420301                  
 420302                  
 4204                    
 4205                    
 420501                  
 420502                  
 4206                    
 4207                    
 420701                  
 4208                    
 5101                    
 510101                  
 51010101                
 51010102                
 510102                  
 51010201                
 51010202                
 51010203                
 510103                  
 510104                  
 51010401                
 5101040101              
 5101040102              
 51010402                
 5101040201              
 5101040202              
 5101040203              
 5101040204              
 5101040205              
 5101040206              
 5101040207              
 51010403                
 5101040301              
 5101040302              
 510105                  
 51010501                
 5101050101              
 5101050102              
 51010502                
 5101050201              
 5101050202              
 5101050203              
 5101050204              
 5101050205              
 5101050206              
 5101050207              
 51010503                
 5101050301              
 5101050302              
 510106                  
 51010601                
 51010602                
 51010603                
 510107                  
 51010701                
 51010702                
 510108                  
 5102                    
 510201                  
 510202                  
 510203                  
 510204                  
 510205                  
 51020501                
 51020502                
 510206                  
 5103                    
 510301                  
 510302                  
 510303                  
 5104                    
 510401                  
 51040101                
 5104010101              
 510401010101            
 510401010102            
 5104010102              
 510401010201            
 510401010202            
 510401010203            
 510401010204            
 510401010205            
 510401010206            
 510401010207            
 5104010103              
 510401010301            
 510401010302            
 51040102                
 510402                  
 51040201                
 51040202                
 51040203                
 510403                  
 5105                    
 510501                  
 51050101                
 5105010101              
 510501010101            
 510501010102            
 510501010103            
 510501010104            
 510501010105            
 510501010106            
 5105010102              
 51050102                
 5105010201              
 510501020101            
 510501020102            
 5105010202              
 5105010203              
 5105010204              
 5105010205              
 5105010206              
 5105010207              
 51050103                
 5105010301              
 5105010302              
 510502                  
 510503                  
 510504                  
 510505                  
 510506                  
 510507                  
 510508                  
 510509                  
 510510                  
 510511                  
 5106                    
 510601                  
 510602                  
 510603                  
 510604                  
 510605                  
 5107                    
 510701                  
 51070101                
 51070102                
 510702                  
 51070201                
 51070202                
 510703                  
 510704                  
 51070401                
 51070402                
 51070403                
 510705                  
 510706                  
 510707                  
 510708                  
 5108                    
 510801                  
 510802                  
 51080201                
 51080202                
 510803                  
 510804                  
 510805                  
 510806                  
 510807                  
 510808                  
 510809                  
 510810                  
 51081001                
 51081002                
 51081003                
 51081004                
 510811                  
 51081101                
 51081102                
 510812                  
 510813                  
 510814                  
 510815                  
 510816                  
 510817                  
 510818                  
 510819                  
 51081901                
 51081902                
 51081903                
 51081904                
 51081905                
 510820                  
 510821                  
 510822                  
 510823                  
 510824                  
 510825                  
 510826                  
 510827                  
 510828                  
 510829                  
 510830                  
 510831                  
 510832                  
 5109                    
 510901                  
 510902                  
 51090201                
 51090202                
 51090203                
 510903                  
 510904                  
 510905                  
 510906                  
 510907                  
 510908                  
 510909                  
 510910                  
 510911                  
 510912                  
 51091201                
 51091202                
 5109120201              
 5109120202              
 51091203                
 5109120301              
 5109120302              
 5109120303              
 510913                  
 510914                  
 5110                    
 511001                  
 51100101                
 5110010101              
 5110010102              
 51100102                
 5110010201              
 5110010202              
 5111                    
 511101                  
 511102                  
 7                       
 71                      
 72                      
 73                      
 74                      
 75                      
 7501                    
 750101                  
 750102                  
 7502                    
 750201                  
 750202                  
 750203                  
 76                      
 7601                    
 7602                    
 7603                    
 7604                    
 7605                    
 7606                    
 7607                    
 7608                    
 7609                    
 7610                    
 7611                    
 77                      
 78                      
(574 filas)

