 precorteid | tablareservaid | prestamoid | ejercicio | periodo | fechacierre | diasvencidos | porcentajeaplicado | factoraplicado | saldoprestamo | reservacalculada | interesdevengadomenoravencido | interesdevengadomayoravencido | pagocapitalenperiodo | pagointeresenperiodo | pagomoratorioenperiodo | bonificacionintenperiodo | bonificacionmorenperiodo | noamorvencidas | saldovencidomenoravencido | saldovencidomayoravencido | fechaultamorpagada | tipoprestamoid | montoprestamo | clavefinalidad | tasanormal | tasa_moratoria | ultimoabono | diastraspasoavencida | fecha_vencimiento | ultimoabonointeres | interesdevmormenor | interesdevmormayor | saldopromedio | dias_de_cobro | meses_de_cobro | depositogarantia | pagosvencidos | finalidaddefault |  saldopromediodelmes   | interesdevengadomes | primerincumplimiento | diasinteres | diascapital | reservaidnc | frecuencia | fecha_otorga | estatusvive | zonamarginada | importeultimaamort | importevencidoamort | tipocartera 
    2346828 |                |       8744 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   5898.630000 |      58.98630000 |                          9.00 |                             0 |              3725.13 |               404.12 |                  13.00 |                        0 |                        0 |              0 |               5898.630000 |                         0 | 2013-12-27         | N5             |  15000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-02-07        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  7761.1950000000000000 |               -6.00 | 2014-01-03           |           0 |           0 |      0.0900 |          7 | 2013-10-18   |           3 |               |             953.95 |                0.00 | 
    2346855 |                |       8771 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   8264.830000 |      82.64830000 |                         65.00 |                             0 |              1933.72 |               433.00 |                      0 |                        0 |                        0 |              0 |               8264.830000 |                         0 | 2013-12-26         | N5             |  12500.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-04-10        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  9231.6900000000000000 |               17.00 | 2014-01-02           |           0 |           0 |      0.6500 |          7 | 2013-10-23   |           3 |               |             480.13 |                0.00 | 
    2346856 |                |       8772 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   9915.890000 |      99.15890000 |                         78.00 |                             0 |              2321.34 |               519.54 |                      0 |                        0 |                        0 |              0 |               9915.890000 |                         0 | 2013-12-26         | N5             |  15000.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-04-10        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              | 11076.5600000000000000 |               20.00 | 2014-01-02           |           0 |           0 |      0.7800 |          7 | 2013-10-23   |           3 |               |             576.16 |                0.00 | 
    2346857 |                |       8773 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  11566.980000 |     115.66980000 |                         91.00 |                             0 |              2708.95 |               606.07 |                      0 |                        0 |                        0 |              0 |              11566.980000 |                         0 | 2013-12-26         | N5             |  17500.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-04-10        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              | 12921.4550000000000000 |               23.00 | 2014-01-02           |           0 |           0 |      0.9100 |          7 | 2013-10-23   |           3 |               |             672.18 |                0.00 | 
    2346858 |                |       8774 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   8264.830000 |      82.64830000 |                         65.00 |                             0 |              1933.72 |               433.00 |                      0 |                        0 |                        0 |              0 |               8264.830000 |                         0 | 2013-12-26         | N5             |  12500.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-04-10        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  9231.6900000000000000 |               17.00 | 2014-01-02           |           0 |           0 |      0.6500 |          7 | 2013-10-23   |           3 |               |             480.13 |                0.00 | 
    2346859 |                |       8775 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   9915.890000 |      99.15890000 |                         78.00 |                             0 |              2321.34 |               519.54 |                      0 |                        0 |                        0 |              0 |               9915.890000 |                         0 | 2013-12-26         | N5             |  15000.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-04-10        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              | 11076.5600000000000000 |               20.00 | 2014-01-02           |           0 |           0 |      0.7800 |          7 | 2013-10-23   |           3 |               |             576.16 |                0.00 | 
    2346860 |                |       8776 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   5287.220000 |      52.87220000 |                         42.00 |                             0 |              1238.61 |               277.05 |                      0 |                        0 |                        0 |              0 |               5287.220000 |                         0 | 2013-12-26         | N5             |   8000.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-04-10        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  5906.5250000000000000 |               11.00 | 2014-01-02           |           0 |           0 |      0.4200 |          7 | 2013-10-23   |           3 |               |             307.28 |                0.00 | 
    2346861 |                |       8777 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   4953.170000 |      49.53170000 |                         39.00 |                             0 |              1162.87 |               259.60 |                      0 |                        0 |                        0 |              0 |               4953.170000 |                         0 | 2013-12-26         | N5             |   7500.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-04-10        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  5534.6050000000000000 |               10.00 | 2014-01-02           |           0 |           0 |      0.3900 |          7 | 2013-10-23   |           3 |               |             288.08 |                0.00 | 
    2346862 |                |       8778 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3960.690000 |      39.60690000 |                         31.00 |                             0 |               931.14 |               207.63 |                      0 |                        0 |                        0 |              0 |               3960.690000 |                         0 | 2013-12-26         | N5             |   6000.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-04-10        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  4426.2600000000000000 |                8.00 | 2014-01-02           |           0 |           0 |      0.3100 |          7 | 2013-10-23   |           3 |               |             230.47 |                0.00 | 
    2346863 |                |       8779 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   5287.220000 |      52.87220000 |                         42.00 |                             0 |              1238.61 |               277.05 |                      0 |                        0 |                        0 |              0 |               5287.220000 |                         0 | 2013-12-26         | N5             |   8000.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-04-10        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  5906.5250000000000000 |               11.00 | 2014-01-02           |           0 |           0 |      0.4200 |          7 | 2013-10-23   |           3 |               |             307.28 |                0.00 | 
    2346864 |                |       8780 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3302.170000 |      33.02170000 |                         26.00 |                             0 |               775.21 |               173.09 |                      0 |                        0 |                        0 |              0 |               3302.170000 |                         0 | 2013-12-26         | N5             |   5000.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-04-10        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  3689.7750000000000000 |                7.00 | 2014-01-02           |           0 |           0 |      0.2600 |          7 | 2013-10-23   |           3 |               |             192.05 |                0.00 | 
    2346865 |                |       8781 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3302.170000 |      33.02170000 |                         26.00 |                             0 |               775.21 |               173.09 |                      0 |                        0 |                        0 |              0 |               3302.170000 |                         0 | 2013-12-26         | N5             |   5000.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-04-10        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  3689.7750000000000000 |                7.00 | 2014-01-02           |           0 |           0 |      0.2600 |          7 | 2013-10-23   |           3 |               |             192.05 |                0.00 | 
    2346887 |                |       8803 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3910.930000 |      39.10930000 |                          6.00 |                             0 |              1854.80 |               251.38 |                  10.00 |                        0 |                        0 |              0 |               3910.930000 |                         0 | 2013-12-27         | N5             |   7500.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-02-21        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  4838.3300000000000000 |               -3.00 | 2014-01-03           |           0 |           0 |      0.0600 |          7 | 2013-10-31   |           3 |               |             464.85 |                0.00 | 
    2346888 |                |       8804 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3950.970000 |      39.50970000 |                          6.00 |                             0 |              1814.76 |               258.93 |                  18.00 |                        0 |                        0 |              0 |               3950.970000 |                         0 | 2013-12-27         | N5             |   7500.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-02-21        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  4858.3500000000000000 |               -3.00 | 2014-01-03           |           0 |           0 |      0.0600 |          7 | 2013-10-31   |           3 |               |             464.85 |                0.00 | 
    2346889 |                |       8805 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3910.530000 |      39.10530000 |                          6.00 |                             0 |              1854.83 |               251.36 |                  10.00 |                        0 |                        0 |              0 |               3910.530000 |                         0 | 2013-12-27         | N5             |   7500.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-02-21        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  4837.9450000000000000 |               -3.00 | 2014-01-03           |           0 |           0 |      0.0600 |          7 | 2013-10-31   |           3 |               |             464.85 |                0.00 | 
    2346890 |                |       8806 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3910.530000 |      39.10530000 |                          6.00 |                             0 |              1854.83 |               251.36 |                  10.00 |                        0 |                        0 |              0 |               3910.530000 |                         0 | 2013-12-27         | N5             |   7500.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-02-21        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  4837.9450000000000000 |               -3.00 | 2014-01-03           |           0 |           0 |      0.0600 |          7 | 2013-10-31   |           3 |               |             464.85 |                0.00 | 
    2346891 |                |       8807 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3910.530000 |      39.10530000 |                          6.00 |                             0 |              1854.83 |               251.36 |                  10.00 |                        0 |                        0 |              0 |               3910.530000 |                         0 | 2013-12-27         | N5             |   7500.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-02-21        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  4837.9450000000000000 |               -3.00 | 2014-01-03           |           0 |           0 |      0.0600 |          7 | 2013-10-31   |           3 |               |             464.85 |                0.00 | 
    2346892 |                |       8808 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3910.530000 |      39.10530000 |                          6.00 |                             0 |              1854.83 |               251.36 |                  10.00 |                        0 |                        0 |              0 |               3910.530000 |                         0 | 2013-12-27         | N5             |   7500.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-02-21        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  4837.9450000000000000 |               -3.00 | 2014-01-03           |           0 |           0 |      0.0600 |          7 | 2013-10-31   |           3 |               |             464.85 |                0.00 | 
    2346881 |                |       8797 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   1295.680000 |      12.95680000 |                         23.00 |                             0 |               704.32 |                98.00 |                      0 |                        0 |                        0 |              0 |               1295.680000 |                         0 | 2013-12-01         | N1             |   2000.000000 | 002            |      39.36 |          59.04 | 2013-12-15  |                   89 | 2014-05-04        | 2013-12-15         |                  0 |                  0 |               |            30 |              0 |                0 |             0 | 002              |  1647.8400000000000000 |              -47.00 | 2013-12-31           |           0 |           0 |      0.2300 |         30 | 2013-10-29   |           3 |               |                333 |                   0 | 
    2346893 |                |       8809 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3910.530000 |      39.10530000 |                          6.00 |                             0 |              1854.83 |               251.36 |                  10.00 |                        0 |                        0 |              0 |               3910.530000 |                         0 | 2013-12-27         | N5             |   7500.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-02-21        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  4837.9450000000000000 |               -3.00 | 2014-01-03           |           0 |           0 |      0.0600 |          7 | 2013-10-31   |           3 |               |             464.85 |                0.00 | 
    2346894 |                |       8810 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   2602.200000 |      26.02200000 |                          4.00 |                             0 |              1240.80 |               167.45 |                   6.00 |                        0 |                        0 |              0 |               2602.200000 |                         0 | 2013-12-27         | N5             |   5000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-02-21        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  3222.6000000000000000 |               -2.00 | 2014-01-03           |           0 |           0 |      0.0400 |          7 | 2013-10-31   |           3 |               |             309.89 |                0.00 | 
    2346960 |                |       8876 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   6995.010000 |      69.95010000 |                         11.00 |                             0 |              3004.99 |               492.42 |                   5.00 |                        0 |                        0 |              0 |               6995.010000 |                         0 | 2013-12-30         | N5             |  10000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-03-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  8497.5050000000000000 |              -68.00 | 2014-01-06           |           0 |           0 |      0.1100 |          7 | 2013-11-25   |           3 |               |             596.70 |                0.00 | 
    2346961 |                |       8877 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   6995.010000 |      69.95010000 |                         11.00 |                             0 |              3004.99 |               492.42 |                   5.00 |                        0 |                        0 |              0 |               6995.010000 |                         0 | 2013-12-30         | N5             |  10000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-03-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  8497.5050000000000000 |              -68.00 | 2014-01-06           |           0 |           0 |      0.1100 |          7 | 2013-11-25   |           3 |               |             596.70 |                0.00 | 
    2346962 |                |       8878 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   6995.010000 |      69.95010000 |                         11.00 |                             0 |              3004.99 |               492.42 |                   5.00 |                        0 |                        0 |              0 |               6995.010000 |                         0 | 2013-12-30         | N5             |  10000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-03-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  8497.5050000000000000 |              -68.00 | 2014-01-06           |           0 |           0 |      0.1100 |          7 | 2013-11-25   |           3 |               |             596.70 |                0.00 | 
    2346963 |                |       8879 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3481.760000 |      34.81760000 |                          6.00 |                             0 |              1518.24 |               246.06 |                   2.00 |                        0 |                        0 |              0 |               3481.760000 |                         0 | 2013-12-30         | N5             |   5000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-03-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  4240.8800000000000000 |              -34.00 | 2014-01-06           |           0 |           0 |      0.0600 |          7 | 2013-11-25   |           3 |               |             298.35 |                0.00 | 
    2346964 |                |       8880 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   6995.010000 |      69.95010000 |                         11.00 |                             0 |              3004.99 |               492.42 |                   5.00 |                        0 |                        0 |              0 |               6995.010000 |                         0 | 2013-12-30         | N5             |  10000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-03-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  8497.5050000000000000 |              -68.00 | 2014-01-06           |           0 |           0 |      0.1100 |          7 | 2013-11-25   |           3 |               |             596.70 |                0.00 | 
    2346965 |                |       8881 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   4183.020000 |      41.83020000 |                          7.00 |                             0 |              1816.98 |               295.29 |                   3.00 |                        0 |                        0 |              0 |               4183.020000 |                         0 | 2013-12-30         | N5             |   6000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-03-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  5091.5100000000000000 |              -40.00 | 2014-01-06           |           0 |           0 |      0.0700 |          7 | 2013-11-25   |           3 |               |             358.02 |                0.00 | 
    2346966 |                |       8882 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3481.760000 |      34.81760000 |                          6.00 |                             0 |              1518.24 |               246.06 |                   2.00 |                        0 |                        0 |              0 |               3481.760000 |                         0 | 2013-12-30         | N5             |   5000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-03-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  4240.8800000000000000 |              -34.00 | 2014-01-06           |           0 |           0 |      0.0600 |          7 | 2013-11-25   |           3 |               |             298.35 |                0.00 | 
    2346967 |                |       8883 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3481.760000 |      34.81760000 |                          6.00 |                             0 |              1518.24 |               246.06 |                   2.00 |                        0 |                        0 |              0 |               3481.760000 |                         0 | 2013-12-30         | N5             |   5000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-03-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  4240.8800000000000000 |              -34.00 | 2014-01-06           |           0 |           0 |      0.0600 |          7 | 2013-11-25   |           3 |               |             298.35 |                0.00 | 
    2346973 |                |       8889 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  11396.880000 |     113.96880000 |                         18.00 |                             0 |              2603.12 |               695.59 |                      0 |                        0 |                        0 |              0 |              11396.880000 |                         0 | 2013-12-24         | N5             |  14000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-05-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              | 12698.4400000000000000 |              -70.00 | 2013-12-31           |           0 |           0 |      0.1800 |          7 | 2013-11-26   |           3 |               |             521.40 |                0.00 | 
    2346974 |                |       8890 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   5698.450000 |      56.98450000 |                          9.00 |                             0 |              1301.55 |               347.80 |                      0 |                        0 |                        0 |              0 |               5698.450000 |                         0 | 2013-12-24         | N5             |   7000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-05-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  6349.2250000000000000 |              -35.00 | 2013-12-31           |           0 |           0 |      0.0900 |          7 | 2013-11-26   |           3 |               |             260.69 |                0.00 | 
    2346975 |                |       8891 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   9766.560000 |      97.66560000 |                         15.00 |                             0 |              2233.44 |               596.17 |                      0 |                        0 |                        0 |              0 |               9766.560000 |                         0 | 2013-12-24         | N5             |  12000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-05-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              | 10883.2800000000000000 |              -61.00 | 2013-12-31           |           0 |           0 |      0.1500 |          7 | 2013-11-26   |           3 |               |             446.92 |                0.00 | 
    2346976 |                |       8892 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   9766.560000 |      97.66560000 |                         15.00 |                             0 |              2233.44 |               596.17 |                      0 |                        0 |                        0 |              0 |               9766.560000 |                         0 | 2013-12-24         | N5             |  12000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-05-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              | 10883.2800000000000000 |              -61.00 | 2013-12-31           |           0 |           0 |      0.1500 |          7 | 2013-11-26   |           3 |               |             446.92 |                0.00 | 
    2346977 |                |       8893 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  10584.290000 |     105.84290000 |                         17.00 |                             0 |              2415.71 |               645.94 |                      0 |                        0 |                        0 |              0 |              10584.290000 |                         0 | 2013-12-24         | N5             |  13000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-05-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              | 11792.1450000000000000 |              -65.00 | 2013-12-31           |           0 |           0 |      0.1700 |          7 | 2013-11-26   |           3 |               |             484.15 |                0.00 | 
    2346978 |                |       8894 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   6511.050000 |      65.11050000 |                         10.00 |                             0 |              1488.95 |               397.45 |                      0 |                        0 |                        0 |              0 |               6511.050000 |                         0 | 2013-12-24         | N5             |   8000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-05-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  7255.5250000000000000 |              -41.00 | 2013-12-31           |           0 |           0 |      0.1000 |          7 | 2013-11-26   |           3 |               |             297.95 |                0.00 | 
    2346979 |                |       8895 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   7732.520000 |      77.32520000 |                         12.00 |                             0 |              1767.48 |               471.99 |                      0 |                        0 |                        0 |              0 |               7732.520000 |                         0 | 2013-12-24         | N5             |   9500.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-05-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  8616.2600000000000000 |              -48.00 | 2013-12-31           |           0 |           0 |      0.1200 |          7 | 2013-11-26   |           3 |               |             353.80 |                0.00 | 
    2346980 |                |       8896 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   4068.110000 |      40.68110000 |                          6.00 |                             0 |               931.89 |               248.38 |                      0 |                        0 |                        0 |              0 |               4068.110000 |                         0 | 2013-12-24         | N5             |   5000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-05-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  4534.0550000000000000 |              -26.00 | 2013-12-31           |           0 |           0 |      0.0600 |          7 | 2013-11-26   |           3 |               |             186.21 |                0.00 | 
    2346981 |                |       8897 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   4068.110000 |      40.68110000 |                          6.00 |                             0 |               931.89 |               248.38 |                      0 |                        0 |                        0 |              0 |               4068.110000 |                         0 | 2013-12-24         | N5             |   5000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-05-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  4534.0550000000000000 |              -26.00 | 2013-12-31           |           0 |           0 |      0.0600 |          7 | 2013-11-26   |           3 |               |             186.21 |                0.00 | 
    2346982 |                |       8898 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   5698.450000 |      56.98450000 |                          9.00 |                             0 |              1301.55 |               347.80 |                      0 |                        0 |                        0 |              0 |               5698.450000 |                         0 | 2013-12-24         | N5             |   7000.000000 | 002            |      56.88 |          64.62 | 2013-12-30  |                   21 | 2014-05-18        | 2013-12-30         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              |  6349.2250000000000000 |              -35.00 | 2013-12-31           |           0 |           0 |      0.0900 |          7 | 2013-11-26   |           3 |               |             260.69 |                0.00 | 
    2346985 |                |       8901 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  11429.450000 |     114.29450000 |                         90.00 |                             0 |              3570.55 |               634.21 |                  11.00 |                        0 |                        0 |              0 |              11429.450000 |                         0 | 2013-12-26         | N5             |  15000.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-03-20        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              | 13214.7250000000000000 |               19.00 | 2014-01-02           |           0 |           0 |      0.9000 |          7 | 2013-11-27   |           3 |               |             860.95 |                0.00 | 
    2346986 |                |       8902 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   9121.080000 |      91.21080000 |                         61.00 |                             0 |              2878.92 |               425.70 |                   8.00 |                        0 |                        0 |              0 |               9121.080000 |                         0 | 2013-12-26         | N53            |  12000.000000 | 002            |      47.76 |          59.04 | 2013-12-26  |                   21 | 2014-03-20        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              | 10560.5400000000000000 |               13.00 | 2014-01-02           |           0 |           0 |      0.6100 |          7 | 2013-11-27   |           3 |               |             698.58 |                0.00 | 
    2346987 |                |       8903 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  10667.240000 |     106.67240000 |                         84.00 |                             0 |              3332.76 |               591.94 |                  10.00 |                        0 |                        0 |              0 |              10667.240000 |                         0 | 2013-12-26         | N5             |  14000.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-03-20        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              | 12333.6200000000000000 |               18.00 | 2014-01-02           |           0 |           0 |      0.8400 |          7 | 2013-11-27   |           3 |               |             803.55 |                0.00 | 
    2346988 |                |       8904 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  10667.240000 |     106.67240000 |                         84.00 |                             0 |              3332.76 |               591.94 |                  10.00 |                        0 |                        0 |              0 |              10667.240000 |                         0 | 2013-12-26         | N5             |  14000.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-03-20        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              | 12333.6200000000000000 |               18.00 | 2014-01-02           |           0 |           0 |      0.8400 |          7 | 2013-11-27   |           3 |               |             803.55 |                0.00 | 
    2346989 |                |       8905 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  11406.170000 |     114.06170000 |                         90.00 |                             0 |              3593.83 |               633.97 |                  11.00 |                        0 |                        0 |              0 |              11406.170000 |                         0 | 2013-12-26         | N5             |  15000.000000 | 002            |      56.88 |          64.62 | 2013-12-26  |                   21 | 2014-03-20        | 2013-12-26         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              | 13203.0850000000000000 |               19.00 | 2014-01-02           |           0 |           0 |      0.9000 |          7 | 2013-11-27   |           3 |               |             860.95 |                0.00 | 
    2346990 |                |       8906 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  11451.680000 |     114.51680000 |                         36.00 |                             0 |              3548.32 |               692.48 |                  15.00 |                        0 |                        0 |              0 |              11451.680000 |                         0 | 2013-12-26         | N5             |  15000.000000 | 002            |      56.88 |          64.62 | 2013-12-29  |                   21 | 2014-03-20        | 2013-12-29         |                  0 |                  0 |               |             7 |              0 |                0 |             0 | 002              | 13225.8400000000000000 |              -35.00 | 2014-01-02           |           0 |           0 |      0.3600 |          7 | 2013-11-27   |           3 |               |             860.95 |                0.00 | 
