 precorteid | tablareservaid | prestamoid | ejercicio | periodo | fechacierre | diasvencidos | porcentajeaplicado | factoraplicado | saldoprestamo | reservacalculada | interesdevengadomenoravencido | interesdevengadomayoravencido | pagocapitalenperiodo | pagointeresenperiodo | pagomoratorioenperiodo | bonificacionintenperiodo | bonificacionmorenperiodo | noamorvencidas | saldovencidomenoravencido | saldovencidomayoravencido | fechaultamorpagada | tipoprestamoid | montoprestamo | clavefinalidad | tasanormal | tasa_moratoria | ultimoabono | diastraspasoavencida | fecha_vencimiento | ultimoabonointeres | interesdevmormenor | interesdevmormayor | saldopromedio | dias_de_cobro | meses_de_cobro | depositogarantia | pagosvencidos | finalidaddefault |  saldopromediodelmes   | interesdevengadomes | primerincumplimiento | diasinteres | diascapital | reservaidnc | frecuencia | fecha_otorga | estatusvive | zonamarginada | importeultimaamort | importevencidoamort | tipocartera 
    2346355 |                |       8269 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   2997.120000 |      29.97120000 |                          3.00 |                             0 |               999.20 |               206.00 |                  24.00 |                        0 |                        0 |              0 |               2997.120000 |                         0 | 2013-12-24         | N1             |   6000.000000 | 002            |      31.44 |          47.16 | 2013-12-30  |                   89 | 2014-06-24        | 2013-12-30         |                  0 |                  0 |               |            30 |              0 |             1200 |             0 | 002              |  3496.7200000000000000 |             -102.00 | 2014-01-23           |           0 |           0 |      0.0300 |         30 | 2013-06-25   |           3 |               |                500 |                   0 | 
    2346368 |                |       8282 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3541.320000 |      35.41320000 |                         11.00 |                             0 |               392.96 |                44.00 |                      0 |                        0 |                        0 |              0 |               3541.320000 |                         0 | 2013-12-24         | N16            |   5900.000000 | 002            |      15.96 |          23.94 | 2013-12-24  |                   89 | 2014-09-23        | 2013-12-24         |                  0 |                  0 |               |            30 |              0 |             6490 |             0 | 002              |  3737.8000000000000000 |                9.00 | 2014-01-23           |           0 |           0 |      0.1100 |         30 | 2013-06-26   |           3 |               |                393 |                   0 | 
    2346369 |                |       8283 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  14846.440000 |     148.46440000 |                         88.00 |                             0 |               905.60 |               340.00 |                      0 |                        0 |                        0 |              0 |              14846.440000 |                         0 | 2013-12-24         | N4             |  20000.000000 | 002            |      26.76 |          40.14 | 2013-12-23  |                   89 | 2015-06-23        | 2013-12-23         |                  0 |                  0 |               |            30 |              0 |             3000 |             0 | 002              |     15299.240000000000 |               18.00 | 2014-01-23           |           0 |           0 |      0.8800 |         30 | 2013-06-26   |           3 |               |                833 |                   0 | 
    2346370 |                |       8284 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   5283.800000 |      52.83800000 |                         17.00 |                             0 |              1819.04 |               156.00 |                      0 |                        0 |                        0 |              0 |               5283.800000 |                         0 | 2013-12-26         | N4             |  15000.000000 | 002            |      28.32 |          42.48 | 2013-12-27  |                   89 | 2014-06-26        | 2013-12-27         |                  0 |                  0 |               |            30 |              0 |             1500 |             0 | 002              |  6193.3200000000000000 |               -5.00 | 2014-01-25           |           0 |           0 |      0.1700 |         30 | 2013-06-27   |           3 |               |               1250 |                   0 | 
    2346374 |                |       8288 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  24828.560000 |     248.28560000 |                        442.00 |                             0 |                 0.28 |               442.00 |                      0 |                        0 |                        0 |              0 |              24828.560000 |                         0 | 2013-12-03         | N4             |  30000.000000 | 002            |      22.08 |          33.12 | 2013-12-02  |                   89 | 2016-06-12        | 2013-12-02         |                  0 |                  0 |               |            30 |              0 |             9000 |             0 | 002              |     24828.700000000000 |               31.00 | 2014-01-02           |           0 |           0 |      4.4200 |         30 | 2013-06-28   |           3 |               |                833 |                   0 | 
    2346378 |                |       8292 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   2999.720000 |      29.99720000 |                         84.00 |                             0 |               598.28 |               117.00 |                      0 |                        0 |                        0 |              0 |               2999.720000 |                         0 | 2013-12-01         | N1             |   6000.000000 | 002            |      33.48 |          50.22 | 2013-12-01  |                   89 | 2014-05-04        | 2013-12-01         |                  0 |                  0 |               |            30 |              0 |              900 |             0 | 002              |  3298.8600000000000000 |              -30.00 | 2013-12-31           |           0 |           0 |      0.8400 |         30 | 2013-06-30   |           3 |               |                600 |                   0 | 
    2346409 |                |       8323 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  10764.520000 |     107.64520000 |                        296.00 |                             0 |               827.28 |               342.00 |                      0 |                        0 |                        0 |              0 |              10764.520000 |                         0 | 2013-12-03         | N1             |  14900.000000 | 002            |      35.40 |          53.10 | 2013-12-03  |                   89 | 2015-01-02        | 2013-12-03         |                  0 |                  0 |               |            30 |              0 |             1490 |             0 | 002              | 11178.1600000000000000 |              -12.00 | 2014-01-02           |           0 |           0 |      2.9600 |         30 | 2013-07-01   |           3 |               |                827 |                   0 | 
    2346412 |                |       8326 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  23590.680000 |     235.90680000 |                        542.00 |                             0 |              1336.48 |               572.00 |                      0 |                        0 |                        0 |              0 |              23590.680000 |                         0 | 2013-12-03         | N1             |  30000.000000 | 002            |      29.52 |          44.28 | 2013-12-03  |                   89 | 2015-07-05        | 2013-12-03         |                  0 |                  0 |               |            30 |              0 |             7500 |             0 | 002              |     24258.920000000000 |               31.00 | 2014-01-02           |           0 |           0 |      5.4200 |         30 | 2013-07-02   |           3 |               |               1250 |                   0 | 
    2346413 |                |       8327 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   6857.800000 |      68.57800000 |                         88.00 |                             0 |               533.28 |                92.00 |                      0 |                        0 |                        0 |              0 |               6857.800000 |                         0 | 2013-12-03         | N16            |   9500.000000 | 002            |      15.96 |          23.94 | 2013-12-02  |                   89 | 2015-01-02        | 2013-12-02         |                  0 |                  0 |               |            30 |              0 |            10450 |             0 | 002              |  7124.4400000000000000 |                3.00 | 2014-01-02           |           0 |           0 |      0.8800 |         30 | 2013-07-02   |           3 |               |                527 |                   0 | 
    2346416 |                |       8330 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   8749.640000 |      87.49640000 |                        200.00 |                             0 |              1248.80 |               244.00 |                   1.00 |                        0 |                        0 |              0 |               8749.640000 |                         0 | 2013-12-01         | N4             |  15000.000000 | 002            |      28.32 |          42.48 | 2013-12-02  |                   89 | 2014-07-03        | 2013-12-02         |                  0 |                  0 |               |            30 |              0 |             1500 |             0 | 002              |  9374.0400000000000000 |              -28.00 | 2013-12-31           |           0 |           0 |      2.0000 |         30 | 2013-07-02   |           3 |               |               1250 |                   0 | 
    2346417 |                |       8331 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   5816.000000 |      58.16000000 |                        106.00 |                             0 |               831.28 |               140.00 |                   2.00 |                        0 |                        0 |              0 |               5816.000000 |                         0 | 2013-12-03         | N4             |  10000.000000 | 002            |      25.20 |          37.80 | 2013-12-05  |                   89 | 2014-07-03        | 2013-12-05         |                  0 |                  0 |               |            30 |              0 |             1000 |             0 | 002              |  6231.6400000000000000 |              -10.00 | 2014-01-02           |           0 |           0 |      1.0600 |         30 | 2013-07-04   |           3 |               |                833 |                   0 | 
    2346418 |                |       8332 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   7224.440000 |      72.24440000 |                        175.00 |                             0 |               507.28 |               316.00 |                   1.00 |                        0 |                        0 |              0 |               7224.440000 |                         0 | 2013-12-03         | N1             |  10000.000000 | 002            |      33.48 |          50.22 | 2013-12-05  |                   89 | 2015-01-02        | 2013-12-05         |                  0 |                  0 |               |            30 |              0 |             1500 |             0 | 002              |  7478.0800000000000000 |             -105.00 | 2014-01-02           |           0 |           0 |      1.7500 |         30 | 2013-07-05   |           3 |               |                555 |                   0 | 
    2346419 |                |       8333 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3499.200000 |      34.99200000 |                         42.00 |                             0 |               500.32 |                48.00 |                      0 |                        0 |                        0 |              0 |               3499.200000 |                         0 | 2013-12-03         | N16            |   6000.000000 | 002            |      15.96 |          23.94 | 2013-12-04  |                   89 | 2014-07-03        | 2013-12-04         |                  0 |                  0 |               |            30 |              0 |             6600 |             0 | 002              |  3749.3600000000000000 |                1.00 | 2014-01-02           |           0 |           0 |      0.4200 |         30 | 2013-07-05   |           3 |               |                500 |                   0 | 
    2346422 |                |       8336 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  11873.920000 |     118.73920000 |                        221.00 |                             0 |               625.88 |               302.00 |                   5.00 |                        0 |                        0 |              0 |              11873.920000 |                         0 | 2013-12-05         | N1             |  15000.000000 | 002            |      33.48 |          50.22 | 2013-12-11  |                   89 | 2015-07-05        | 2013-12-11         |                  0 |                  0 |               |            30 |              0 |             2250 |             0 | 002              | 12186.8600000000000000 |               47.00 | 2014-01-04           |           0 |           0 |      2.2100 |         30 | 2013-07-07   |           3 |               |                625 |                   0 | 
    2346426 |                |       8340 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   3499.600000 |      34.99600000 |                         40.00 |                             0 |               500.00 |                50.00 |                      0 |                        0 |                        0 |              0 |               3499.600000 |                         0 | 2013-12-05         | N16            |   6000.000000 | 002            |      15.96 |          23.94 | 2013-12-05  |                   89 | 2014-07-06        | 2013-12-05         |                  0 |                  0 |               |            30 |              0 |             6600 |             0 | 002              |  3749.6000000000000000 |               -1.00 | 2014-01-04           |           0 |           0 |      0.4000 |         30 | 2013-07-08   |           3 |               |                500 |                   0 | 
    2346428 |                |       8342 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   5827.840000 |      58.27840000 |                         65.00 |                             0 |               827.44 |                91.00 |                      0 |                        0 |                        0 |              0 |               5827.840000 |                         0 | 2013-12-08         | N16            |  10000.000000 | 002            |      15.96 |          23.94 | 2013-12-06  |                   89 | 2014-07-08        | 2013-12-06         |                  0 |                  0 |               |            30 |              0 |            11000 |             0 | 002              |  6241.5600000000000000 |               -9.00 | 2014-01-07           |           0 |           0 |      0.6500 |         30 | 2013-07-09   |           3 |               |                833 |                   0 | 
    2346429 |                |       8343 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  10834.720000 |     108.34720000 |                        234.00 |                             0 |               833.12 |               367.00 |                   1.00 |                        0 |                        0 |              0 |              10834.720000 |                         0 | 2013-12-08         | N1             |  15000.000000 | 002            |      35.40 |          53.10 | 2013-12-09  |                   89 | 2015-01-06        | 2013-12-09         |                  0 |                  0 |               |            30 |              0 |             1500 |             0 | 002              | 11251.2800000000000000 |              -30.00 | 2014-01-07           |           0 |           0 |      2.3400 |         30 | 2013-07-10   |           3 |               |                833 |                   0 | 
    2346434 |                |       8348 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  18999.040000 |     189.99040000 |                        348.00 |                             0 |              1000.16 |               524.00 |                      0 |                        0 |                        0 |              0 |              18999.040000 |                         0 | 2013-12-10         | N1             |  24000.000000 | 002            |      31.44 |          47.16 | 2013-12-10  |                   89 | 2015-07-09        | 2013-12-10         |                  0 |                  0 |               |            30 |              0 |             4800 |             0 | 002              |     19499.120000000000 |               -1.00 | 2014-01-09           |           0 |           0 |      3.4800 |         30 | 2013-07-12   |           3 |               |               1000 |                   0 | 
    2346437 |                |       8351 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   7033.480000 |      70.33480000 |                        216.00 |                             0 |                    0 |                    0 |                      0 |                        0 |                        0 |              0 |               7033.480000 |                         0 | 2013-12-10         | N4             |  15000.000000 | 002            |      28.32 |          42.48 | 2013-11-22  |                   89 | 2015-07-09        | 2013-11-22         |                  0 |                  0 |               |            30 |              0 |             1500 |             0 | 002              |  7033.4800000000000000 |              172.00 | 2014-01-09           |           0 |           0 |      2.1600 |         30 | 2013-07-12   |           3 |               |                625 |                   0 | 
    2346442 |                |       8357 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  19794.240000 |     197.94240000 |                        249.00 |                             0 |              1041.72 |               508.00 |                      0 |                        0 |                        0 |              0 |              19794.240000 |                         0 | 2013-12-15         | N4             |  25000.000000 | 002            |      28.32 |          42.48 | 2013-12-15  |                   89 | 2015-07-14        | 2013-12-15         |                  0 |                  0 |               |            30 |              0 |             2500 |             0 | 002              |     20315.100000000000 |              -13.00 | 2014-01-14           |           0 |           0 |      2.4900 |         30 | 2013-07-16   |           3 |               |               1041 |                   0 | 
    2346462 |                |       8377 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  24114.480000 |     241.14480000 |                        236.00 |                             0 |               776.60 |               488.00 |                   2.00 |                        0 |                        0 |              0 |              24114.480000 |                         0 | 2013-12-15         | N4             |  28000.000000 | 002            |      25.20 |          37.80 | 2013-12-17  |                   89 | 2016-07-01        | 2013-12-17         |                  0 |                  0 |               |            30 |              0 |             5600 |             0 | 002              |     24502.780000000000 |               44.00 | 2014-01-14           |           0 |           0 |      2.3600 |         30 | 2013-07-17   |           3 |               |                777 |                   0 | 
    2346463 |                |       8378 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   5834.600000 |      58.34600000 |                         92.00 |                             0 |               832.52 |               203.00 |                      0 |                        0 |                        0 |              0 |               5834.600000 |                         0 | 2013-12-15         | N1             |  10000.000000 | 002            |      35.40 |          53.10 | 2013-12-15  |                   89 | 2014-07-15        | 2013-12-15         |                  0 |                  0 |               |            30 |              0 |             1000 |             0 | 002              |  6250.8600000000000000 |              -13.00 | 2014-01-14           |           0 |           0 |      0.9200 |         30 | 2013-07-17   |           3 |               |                833 |                   0 | 
    2346467 |                |       8382 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  60232.920000 |     602.32920000 |                        347.00 |                             0 |              1991.00 |               524.00 |                   1.00 |                        0 |                        0 |              0 |              60232.920000 |                         0 | 2013-12-17         | N16            |  70000.000000 | 002            |      15.96 |          23.94 | 2013-12-18  |                   89 | 2016-07-01        | 2013-12-18         |                  0 |                  0 |               |            30 |              0 |            77000 |             0 | 002              |     61228.420000000000 |              319.00 | 2014-01-16           |           0 |           0 |      3.4700 |         30 | 2013-07-18   |           3 |               |               1944 |                   0 | 
    2346468 |                |       8383 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   6134.560000 |      61.34560000 |                         68.00 |                             0 |               612.60 |                90.00 |                      0 |                        0 |                        0 |              0 |               6134.560000 |                         0 | 2013-12-17         | N4             |   9200.000000 | 002            |      28.32 |          42.48 | 2013-12-17  |                   89 | 2014-10-19        | 2013-12-17         |                  0 |                  0 |               |            30 |              0 |              920 |             0 | 002              |  6440.8600000000000000 |               68.00 | 2014-01-16           |           0 |           0 |      0.6800 |         30 | 2013-07-18   |           3 |               |                613 |                   0 | 
    2346473 |                |       8388 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  16658.800000 |     166.58800000 |                        232.00 |                             0 |               677.12 |               468.00 |                      0 |                        0 |                        0 |              0 |              16658.800000 |                         0 | 2013-12-17         | N1             |  20000.000000 | 002            |      33.48 |          50.22 | 2013-12-16  |                   89 | 2016-01-17        | 2013-12-16         |                  0 |                  0 |               |            30 |              0 |             3000 |             0 | 002              |     16997.360000000000 |               22.00 | 2014-01-16           |           0 |           0 |      2.3200 |         30 | 2013-07-19   |           3 |               |                666 |                   0 | 
    2346475 |                |       8390 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   2919.880000 |      29.19880000 |                         31.00 |                             0 |               416.04 |                56.00 |                      0 |                        0 |                        0 |              0 |               2919.880000 |                         0 | 2013-12-17         | N1             |   5000.000000 | 002            |      27.48 |          41.22 | 2013-12-17  |                   89 | 2014-07-20        | 2013-12-17         |                  0 |                  0 |               |            30 |              0 |             1500 |             0 | 002              |  3127.9000000000000000 |               18.00 | 2014-01-16           |           0 |           0 |      0.3100 |         30 | 2013-07-19   |           3 |               |                416 |                   0 | 
    2346476 |                |       8391 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  20559.180000 |     205.59180000 |                        109.00 |                             0 |              1061.38 |               307.00 |                      0 |                        0 |                        0 |              0 |              20559.180000 |                         0 | 2013-12-19         | N16            |  26000.000000 | 002            |      15.96 |          23.94 | 2013-12-19  |                   89 | 2015-07-19        | 2013-12-19         |                  0 |                  0 |               |            30 |              0 |            28600 |             0 | 002              |     21089.870000000000 |              -16.00 | 2014-01-18           |           0 |           0 |      1.0900 |         30 | 2013-07-21   |           3 |               |               1083 |                   0 | 
    2346477 |                |       8392 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  10641.800000 |     106.41800000 |                        119.00 |                             0 |               877.64 |               321.00 |                      0 |                        0 |                        0 |              0 |              10641.800000 |                         0 | 2013-12-19         | N1             |  14900.000000 | 002            |      33.48 |          50.22 | 2013-12-19  |                   89 | 2015-01-18        | 2013-12-19         |                  0 |                  0 |               |            30 |              0 |             2235 |             0 | 002              | 11080.6200000000000000 |                1.00 | 2014-01-18           |           0 |           0 |      1.1900 |         30 | 2013-07-21   |           3 |               |                827 |                   0 | 
    2346481 |                |       8396 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  10834.680000 |     108.34680000 |                        128.00 |                             0 |               832.68 |               252.00 |                      0 |                        0 |                        0 |              0 |              10834.680000 |                         0 | 2013-12-19         | N1             |  15000.000000 | 002            |      35.40 |          53.10 | 2013-12-19  |                   89 | 2015-01-18        | 2013-12-19         |                  0 |                  0 |               |            30 |              0 |             1500 |             0 | 002              | 11251.0200000000000000 |               94.00 | 2014-01-18           |           0 |           0 |      1.2800 |         30 | 2013-07-22   |           3 |               |                833 |                   0 | 
    2346486 |                |       8401 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  10834.760000 |     108.34760000 |                         68.00 |                             0 |               833.24 |               285.00 |                   1.00 |                        0 |                        0 |              0 |              10834.760000 |                         0 | 2013-12-22         | N4             |  15000.000000 | 002            |      28.32 |          42.48 | 2013-12-23  |                   89 | 2015-01-20        | 2013-12-23         |                  0 |                  0 |               |            30 |              0 |             1500 |             0 | 002              | 11251.3800000000000000 |               -5.00 | 2014-01-21           |           0 |           0 |      0.6800 |         30 | 2013-07-23   |           3 |               |                833 |                   0 | 
    2346489 |                |       8404 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   6669.160000 |      66.69160000 |                         45.00 |                             0 |               665.96 |               169.00 |                      0 |                        0 |                        0 |              0 |               6669.160000 |                         0 | 2013-12-22         | N4             |  10000.000000 | 002            |      26.76 |          40.14 | 2013-12-22  |                   89 | 2014-10-21        | 2013-12-22         |                  0 |                  0 |               |            30 |              0 |             1500 |             0 | 002              |  7002.1400000000000000 |               -4.00 | 2014-01-21           |           0 |           0 |      0.4500 |         30 | 2013-07-23   |           3 |               |                666 |                   0 | 
    2346491 |                |       8406 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  58191.920000 |     581.91920000 |                        595.00 |                             0 |              8339.12 |              1518.00 |                      0 |                        0 |                        0 |              0 |              58191.920000 |                         0 | 2013-12-22         | N4             | 100000.000000 | 002            |      28.32 |          42.48 | 2013-12-18  |                   89 | 2014-07-22        | 2013-12-18         |                  0 |                  0 |               |            30 |              0 |            10000 |             0 | 002              |     62361.480000000000 |               19.00 | 2014-01-21           |           0 |           0 |      5.9500 |         30 | 2013-07-23   |           3 |               |               8333 |                   0 | 
    2346496 |                |       8411 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  11644.800000 |     116.44800000 |                         46.00 |                             0 |              1666.68 |               177.00 |                      0 |                        0 |                        0 |              0 |              11644.800000 |                         0 | 2013-12-24         | N16            |  20000.000000 | 002            |      15.96 |          23.94 | 2013-12-22  |                   89 | 2014-07-24        | 2013-12-22         |                  0 |                  0 |               |            30 |              0 |            22000 |             0 | 002              | 12478.1400000000000000 |               -1.00 | 2014-01-23           |           0 |           0 |      0.4600 |         30 | 2013-07-26   |           3 |               |               1666 |                   0 | 
    2346500 |                |       8415 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  11768.040000 |     117.68040000 |                        123.00 |                             0 |               720.68 |               327.00 |                      0 |                        0 |                        0 |              0 |              11768.040000 |                         0 | 2013-12-24         | N1             |  15000.000000 | 002            |      31.44 |          47.16 | 2013-12-19  |                   89 | 2015-07-23        | 2013-12-19         |                  0 |                  0 |               |            30 |              0 |             3000 |             0 | 002              | 12128.3800000000000000 |                3.00 | 2014-01-23           |           0 |           0 |      1.2300 |         30 | 2013-07-26   |           3 |               |                625 |                   0 | 
    2346501 |                |       8416 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  11798.920000 |     117.98920000 |                         12.00 |                             0 |               605.72 |               378.00 |                   5.00 |                        0 |                        0 |              0 |              11798.920000 |                         0 | 2013-12-24         | N1             |  14900.000000 | 002            |      35.40 |          53.10 | 2013-12-30  |                   89 | 2015-07-23        | 2013-12-30         |                  0 |                  0 |               |            30 |              0 |             1490 |             0 | 002              | 12101.7800000000000000 |                0.00 | 2014-01-23           |           0 |           0 |      0.1200 |         30 | 2013-07-26   |           3 |               |                620 |                   0 | 
    2346503 |                |       8418 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 | 110546.360000 |    1105.46360000 |                        514.00 |                             0 |              5009.56 |              3009.00 |                      0 |                        0 |                        0 |              0 |             110546.360000 |                         0 | 2013-12-26         | N1             | 130000.000000 | 002            |      33.48 |          50.22 | 2013-12-26  |                   89 | 2016-07-12        | 2013-12-26         |                  0 |                  0 |               |            30 |              0 |            19500 |             0 | 002              |    113051.140000000000 |              299.00 | 2014-01-25           |           0 |           0 |      5.1400 |         30 | 2013-07-28   |           3 |               |               3611 |                   0 | 
    2346508 |                |       8423 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  88891.520000 |     888.91520000 |                       1742.00 |                             0 |              2777.40 |              1604.00 |                   6.00 |                        0 |                        0 |              0 |              88891.520000 |                         0 | 2013-12-01         | N4             | 100000.000000 | 002            |      25.20 |          37.80 | 2013-12-03  |                   89 | 2016-07-13        | 2013-12-03         |                  0 |                  0 |               |            30 |              0 |            20000 |             0 | 002              |     90280.220000000000 |              330.00 | 2013-12-31           |           0 |           0 |     17.4200 |         30 | 2013-07-29   |           3 |               |               2777 |                   0 | 
    2346513 |                |       8428 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  44447.420000 |     444.47420000 |                        756.00 |                             0 |              1387.40 |               834.00 |                   1.00 |                        0 |                        0 |              0 |              44447.420000 |                         0 | 2013-12-01         | N4             |  50000.000000 | 002            |      21.12 |          31.68 | 2013-12-02  |                   89 | 2016-07-15        | 2013-12-02         |                  0 |                  0 |               |            30 |              0 |            16500 |             0 | 002              |     45141.120000000000 |              -24.00 | 2013-12-31           |           0 |           0 |      7.5600 |         30 | 2013-07-31   |           3 |               |               1388 |                   0 | 
    2346517 |                |       8432 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   2665.280000 |      26.65280000 |                          3.00 |                             0 |               668.28 |               249.00 |                  43.00 |                        0 |                        0 |              0 |               2665.280000 |                         0 | 2013-12-01         | N1             |   4000.000000 | 002            |      35.40 |          53.10 | 2013-12-30  |                   89 | 2014-08-03        | 2013-12-30         |                  0 |                  0 |               |            30 |              0 |              400 |             0 | 002              |  2999.4200000000000000 |             -148.00 | 2013-12-31           |           0 |           0 |      0.0300 |         30 | 2013-07-31   |           3 |               |                333 |                   0 | 
    2346528 |                |       8443 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  11667.600000 |     116.67600000 |                        260.00 |                             0 |               825.48 |               297.00 |                      0 |                        0 |                        0 |              0 |              11667.600000 |                         0 | 2013-12-01         | N4             |  15000.000000 | 002            |      26.76 |          40.14 | 2013-12-01  |                   89 | 2015-02-01        | 2013-12-01         |                  0 |                  0 |               |            30 |              0 |             2250 |             0 | 002              | 12080.3400000000000000 |              -28.00 | 2013-12-31           |           0 |           0 |      2.6000 |         30 | 2013-08-02   |           3 |               |                833 |                   0 | 
    2346529 |                |       8444 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   5127.320000 |      51.27320000 |                        141.00 |                             0 |               474.40 |               160.00 |                      0 |                        0 |                        0 |              0 |               5127.320000 |                         0 | 2013-12-03         | N1             |   7000.000000 | 002            |      35.40 |          53.10 | 2013-12-03  |                   89 | 2014-11-03        | 2013-12-03         |                  0 |                  0 |               |            30 |              0 |              700 |             0 | 002              |  5364.5200000000000000 |               -2.00 | 2014-01-02           |           0 |           0 |      1.4100 |         30 | 2013-08-04   |           3 |               |                466 |                   0 | 
    2346531 |                |       8446 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   5960.480000 |      59.60480000 |                        129.00 |                             0 |               998.16 |               173.00 |                   1.00 |                        0 |                        0 |              0 |               5960.480000 |                         0 | 2013-12-03         | N14            |  10000.000000 | 002            |      28.92 |          43.38 | 2013-12-04  |                   89 | 2014-06-03        | 2013-12-04         |                  0 |                  0 |               |            30 |              0 |             1000 |             0 | 002              |  6459.5600000000000000 |              -22.00 | 2014-01-02           |           0 |           0 |      1.2900 |         30 | 2013-08-04   |           3 |               |               1000 |                   0 | 
    2346550 |                |       8465 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   6659.080000 |      66.59080000 |                        167.00 |                             0 |               841.68 |               202.00 |                      0 |                        0 |                        0 |              0 |               6659.080000 |                         0 | 2013-12-05         | N1             |  10000.000000 | 002            |      33.48 |          50.22 | 2013-12-04  |                   89 | 2014-08-05        | 2013-12-04         |                  0 |                  0 |               |            30 |              0 |             1500 |             0 | 002              |  7079.9200000000000000 |               -7.00 | 2014-01-04           |           0 |           0 |      1.6700 |         30 | 2013-08-07   |           3 |               |                833 |                   0 | 
    2346551 |                |       8466 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |   9998.680000 |      99.98680000 |                        197.00 |                             0 |              1250.72 |               257.00 |                   1.00 |                        0 |                        0 |              0 |               9998.680000 |                         0 | 2013-12-05         | N4             |  15000.000000 | 002            |      28.32 |          42.48 | 2013-12-06  |                   89 | 2014-08-05        | 2013-12-06         |                  0 |                  0 |               |            30 |              0 |             1500 |             0 | 002              | 10624.0400000000000000 |               -7.00 | 2014-01-04           |           0 |           0 |      1.9700 |         30 | 2013-08-07   |           3 |               |               1250 |                   0 | 
    2346553 |                |       8468 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  12499.640000 |     124.99640000 |                        244.00 |                             0 |               624.96 |               342.00 |                   2.00 |                        0 |                        0 |              0 |              12499.640000 |                         0 | 2013-12-08         | N1             |  15000.000000 | 002            |      33.48 |          50.22 | 2013-12-10  |                   89 | 2015-08-06        | 2013-12-10         |                  0 |                  0 |               |            30 |              0 |             2250 |             0 | 002              | 12812.1200000000000000 |               24.00 | 2014-01-07           |           0 |           0 |      2.4400 |         30 | 2013-08-08   |           3 |               |                625 |                   0 | 
    2346555 |                |       8470 |      2013 |      12 | 2013-12-31  |            0 |               0.01 |              1 |  12499.920000 |     124.99920000 |                        267.00 |                             0 |               623.52 |               378.00 |                      0 |                        0 |                        0 |              0 |              12499.920000 |                         0 | 2013-12-08         | N1             |  15000.000000 | 002            |      33.48 |          50.22 | 2013-12-08  |                   89 | 2015-08-06        | 2013-12-08         |                  0 |                  0 |               |            30 |              0 |             2250 |             0 | 002              | 12811.6800000000000000 |              -14.00 | 2014-01-07           |           0 |           0 |      2.6700 |         30 | 2013-08-08   |           3 |               |                625 |                   0 | 
