 precorteid , tablareservaid , prestamoid , ejercicio , periodo , fechacierre , diasvencidos , porcentajeaplicado , factoraplicado , saldoprestamo , reservacalculada , interesdevengadomenoravencido , interesdevengadomayoravencido , pagocapitalenperiodo , pagointeresenperiodo , pagomoratorioenperiodo , bonificacionintenperiodo , bonificacionmorenperiodo , noamorvencidas , saldovencidomenoravencido , saldovencidomayoravencido , fechaultamorpagada , tipoprestamoid , montoprestamo , clavefinalidad , tasanormal , tasa_moratoria , ultimoabono , diastraspasoavencida ,, fecha_vencimiento , ultimoabonointeres , interesdevmormenor , interesdevmormayor , saldopromedio , dias_de_cobro , meses_de_cobro , depositogarantia , pagosvencidos , finalidaddefault ,  saldopromediodelmes   , interesdevengadomes , primerincumplimiento , diasinteres , diascapital , reservaidnc , frecuencia , fecha_otorga , estatusvive , zonamarginada , importeultimaamort , importevencidoamort , tipocartera 
    2363265 ,              4 ,       8218 ,      2014 ,       1 , 2014-01-31  ,49,                0.2 ,              1 ,  25615.560000 ,     5123.1120000 ,268,                             0 ,              1357.52 ,              2120.00 ,                 158.00 ,                        0 ,                        0 ,              2 ,              25615.560000 ,                         0 , 2013-11-12         , N1             ,  30000.000000 , 002            ,      31.44 ,          47.16 , 2014-01-19  ,89,, 2016-05-27        , 2014-01-19         ,0,                  0 ,               ,            30 ,              0 ,             6000 ,             1 , 002              ,     26294.320000000000 ,            -1405.00 , 2013-12-12           ,           0 ,          49 ,      53.600 ,         30 , 2013-06-13   ,           3 ,               ,                833 ,             1446.56 , 
    2363397 ,              1 ,       8351 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   7033.480000 ,      70.33480000 ,387,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               7033.480000 ,                         0 , 2014-01-09         , N4             ,  15000.000000 , 002            ,      28.32 ,          42.48 , 2013-11-22  ,89,, 2015-07-09        , 2013-11-22         ,0,                  0 ,               ,            30 ,              0 ,             1500 ,             0 , 002              ,  7033.4800000000000000 ,              171.00 , 2014-02-08           ,          18 ,           0 ,      3.8700 ,         30 , 2013-07-12   ,           3 ,               ,                625 ,                   0 , 
    2363428 ,              3 ,       8383 ,      2014 ,       1 , 2014-01-31  ,15,                0.1 ,              1 ,   6134.560000 ,      613.4560000 ,217,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              1 ,               6134.560000 ,                         0 , 2013-12-17         , N4             ,   9200.000000 , 002            ,      28.32 ,          42.48 , 2013-12-17  ,89,, 2014-10-19        , 2013-12-17         ,0,                  0 ,               ,            30 ,              0 ,              920 ,             1 , 002              ,  6134.5600000000000000 ,              149.00 , 2014-01-16           ,           0 ,          15 ,      21.700 ,         30 , 2013-07-18   ,           3 ,               ,                613 ,              612.56 , 
    2363441 ,              3 ,       8396 ,      2014 ,       1 , 2014-01-31  ,12,                0.1 ,              1 ,  10834.680000 ,     1083.4680000 ,458,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              1 ,              10834.680000 ,                         0 , 2013-12-19         , N1             ,  15000.000000 , 002            ,      35.40 ,          53.10 , 2013-12-19  ,89,, 2015-01-18        , 2013-12-19         ,0,                  0 ,               ,            30 ,              0 ,             1500 ,             1 , 002              , 10834.6800000000000000 ,              330.00 , 2014-01-18           ,           0 ,          12 ,      45.800 ,         30 , 2013-07-22   ,           3 ,               ,                833 ,              832.68 , 
    2363461 ,              3 ,       8416 ,      2014 ,       1 , 2014-01-31  ,8,                0.1 ,              1 ,  11798.920000 ,     1179.8920000 ,371,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              1 ,              11798.920000 ,                         0 , 2013-12-24         , N1             ,  14900.000000 , 002            ,      35.40 ,          53.10 , 2013-12-30  ,89,, 2015-07-23        , 2013-12-30         ,0,                  0 ,               ,            30 ,              0 ,             1490 ,             1 , 002              , 11798.9200000000000000 ,              359.00 , 2014-01-23           ,           0 ,           8 ,      37.100 ,         30 , 2013-07-26   ,           3 ,               ,                620 ,              618.92 , 
    2363464 ,              5 ,       8419 ,      2014 ,       1 , 2014-01-31  ,61,                0.4 ,              1 ,  32996.680000 ,    13198.6720000 ,1933,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              2 ,              32996.680000 ,                         0 , 2013-11-01         , N1             ,  36000.000000 , 002            ,      33.48 ,          50.22 , 2013-11-29  ,89,, 2016-07-12        , 2013-11-29         ,0,                  0 ,               ,             0 ,              1 ,             5400 ,             1 , 002              ,     32996.680000000000 ,              951.00 , 2013-12-01           ,           0 ,          61 ,     773.200 ,         30 , 2013-07-28   ,           3 ,               ,               1000 ,             1996.68 , 
    2363530 ,              3 ,       8485 ,      2014 ,       1 , 2014-01-31  ,22,                0.1 ,              1 ,   3984.840000 ,      398.4840000 ,167,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              1 ,               3984.840000 ,                         0 , 2013-12-10         , N1             ,   6000.000000 , 002            ,      33.48 ,          50.22 , 2013-12-17  ,89,, 2014-08-10        , 2013-12-17         ,0,                  0 ,               ,            30 ,              0 ,              900 ,             1 , 002              ,  3984.8400000000000000 ,              115.00 , 2014-01-09           ,           0 ,          22 ,      16.700 ,         30 , 2013-08-11   ,           3 ,               ,                500 ,              484.84 , 
    2363540 ,              4 ,       8495 ,      2014 ,       1 , 2014-01-31  ,49,                0.2 ,              1 ,  13034.760000 ,     2606.9520000 ,303,                             0 ,                 4.72 ,               437.00 ,                  21.00 ,                        0 ,                        0 ,              2 ,              13034.760000 ,                         0 , 2013-11-12         , N1             ,  14900.000000 , 002            ,      33.48 ,          50.22 , 2014-01-06  ,89,, 2015-08-11        , 2014-01-06         ,0,                  0 ,               ,            30 ,              0 ,             2235 ,             1 , 002              , 13037.1200000000000000 ,              -61.00 , 2013-12-12           ,           0 ,          49 ,      60.600 ,         30 , 2013-08-14   ,           3 ,               ,                620 ,             1234.76 , 
    2363583 ,              2 ,       8538 ,      2014 ,       1 , 2014-01-31  ,7,               0.02 ,              1 ,   2355.380000 ,      47.10760000 ,41,                             0 ,              1062.16 ,               118.79 ,                  19.00 ,                        0 ,                        0 ,              1 ,               2355.380000 ,                         0 , 2014-01-10         , N5             ,  12500.000000 , 002            ,      56.88 ,          64.62 , 2014-01-20  ,89,, 2014-02-07        , 2014-01-20         ,0,                  0 ,               ,            14 ,              0 ,                0 ,             1 , 002              ,  2886.4600000000000000 ,               30.00 , 2014-01-24           ,           0 ,           7 ,      0.8200 ,         14 , 2013-08-23   ,           3 ,               ,            1133.92 ,             1162.56 , 
    2363584 ,              3 ,       8539 ,      2014 ,       1 , 2014-01-31  ,21,                0.1 ,              1 ,   3476.540000 ,      347.6540000 ,181,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              2 ,               3476.540000 ,                         0 , 2013-12-27         , N5             ,  12500.000000 , 002            ,      56.88 ,          64.62 , 2013-12-29  ,89,, 2014-02-07        , 2013-12-29         ,0,                  0 ,               ,            14 ,              0 ,                0 ,             1 , 002              ,  3476.5400000000000000 ,              170.00 , 2014-01-10           ,           0 ,          21 ,      18.100 ,         14 , 2013-08-23   ,           3 ,               ,            1105.55 ,             2283.72 , 
    2363585 ,              3 ,       8540 ,      2014 ,       1 , 2014-01-31  ,21,                0.1 ,              1 ,   2791.210000 ,      279.1210000 ,146,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              2 ,               2791.210000 ,                         0 , 2013-12-27         , N5             ,  10000.000000 , 002            ,      56.88 ,          64.62 , 2013-12-29  ,89,, 2014-02-07        , 2013-12-29         ,0,                  0 ,               ,            14 ,              0 ,                0 ,             1 , 002              ,  2791.2100000000000000 ,              137.00 , 2014-01-10           ,           0 ,          21 ,      14.600 ,         14 , 2013-08-23   ,           3 ,               ,             884.44 ,             1836.97 , 
    2363586 ,              3 ,       8541 ,      2014 ,       1 , 2014-01-31  ,21,                0.1 ,              1 ,   1336.830000 ,      133.6830000 ,70,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              2 ,               1336.830000 ,                         0 , 2013-12-27         , N5             ,   5000.000000 , 002            ,      56.88 ,          64.62 , 2013-12-29  ,89,, 2014-02-07        , 2013-12-29         ,0,                  0 ,               ,            14 ,              0 ,                0 ,             1 , 002              ,  1336.8300000000000000 ,               66.00 , 2014-01-10           ,           0 ,          21 ,       7.000 ,         14 , 2013-08-23   ,           3 ,               ,             442.21 ,              859.63 , 
    2363587 ,              2 ,       8542 ,      2014 ,       1 , 2014-01-31  ,7,               0.02 ,              1 ,   1413.360000 ,      28.26720000 ,25,                             0 ,               630.81 ,                71.06 ,                  11.00 ,                        0 ,                        0 ,              1 ,               1413.360000 ,                         0 , 2014-01-10         , N5             ,   7500.000000 , 002            ,      56.88 ,          64.62 , 2014-01-20  ,89,, 2014-02-07        , 2014-01-20         ,0,                  0 ,               ,            14 ,              0 ,                0 ,             1 , 002              ,  1728.7650000000000000 ,               19.00 , 2014-01-24           ,           0 ,           7 ,      0.5000 ,         14 , 2013-08-23   ,           3 ,               ,             680.34 ,              697.59 , 
    2363588 ,              3 ,       8543 ,      2014 ,       1 , 2014-01-31  ,21,                0.1 ,              1 ,   2791.260000 ,      279.1260000 ,146,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              2 ,               2791.260000 ,                         0 , 2013-12-27         , N5             ,  10000.000000 , 002            ,      56.88 ,          64.62 , 2013-12-29  ,89,, 2014-02-07        , 2013-12-29         ,0,                  0 ,               ,            14 ,              0 ,                0 ,             1 , 002              ,  2791.2600000000000000 ,              137.00 , 2014-01-10           ,           0 ,          21 ,      14.600 ,         14 , 2013-08-23   ,           3 ,               ,             884.44 ,             1837.02 , 
    2363589 ,              2 ,       8544 ,      2014 ,       1 , 2014-01-31  ,7,               0.02 ,              1 ,   1884.590000 ,      37.69180000 ,33,                             0 ,               896.31 ,                96.66 ,                  16.00 ,                        0 ,                        0 ,              1 ,               1884.590000 ,                         0 , 2014-01-10         , N5             ,  10000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-20  ,89,, 2014-02-07        , 2014-01-20         ,0,                  0 ,               ,            14 ,              0 ,                0 ,             1 , 002              ,  2332.7450000000000000 ,               24.00 , 2014-01-24           ,           0 ,           7 ,      0.6600 ,         14 , 2013-08-23   ,           3 ,               ,             907.14 ,              930.35 , 
    2363590 ,              2 ,       8545 ,      2014 ,       1 , 2014-01-31  ,7,               0.02 ,              1 ,   1507.310000 ,      30.14620000 ,26,                             0 ,               725.87 ,                77.63 ,                  13.00 ,                        0 ,                        0 ,              1 ,               1507.310000 ,                         0 , 2014-01-10         , N5             ,   8000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-20  ,89,, 2014-02-07        , 2014-01-20         ,0,                  0 ,               ,            14 ,              0 ,                0 ,             1 , 002              ,  1870.2450000000000000 ,               19.00 , 2014-01-24           ,           0 ,           7 ,      0.5200 ,         14 , 2013-08-23   ,           3 ,               ,             725.71 ,              743.87 , 
    2363591 ,              2 ,       8546 ,      2014 ,       1 , 2014-01-31  ,7,               0.02 ,              1 ,    941.480000 ,      18.82960000 ,16,                             0 ,               421.75 ,                47.39 ,                   8.00 ,                        0 ,                        0 ,              1 ,                941.480000 ,                         0 , 2014-01-10         , N5             ,   5000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-20  ,89,, 2014-02-07        , 2014-01-20         ,0,                  0 ,               ,            14 ,              0 ,                0 ,             1 , 002              ,  1152.3550000000000000 ,               12.00 , 2014-01-24           ,           0 ,           7 ,      0.3200 ,         14 , 2013-08-23   ,           3 ,               ,             453.56 ,              464.28 , 
    2363601 ,              2 ,       8556 ,      2014 ,       1 , 2014-01-31  ,5,               0.02 ,              1 ,    488.720000 ,       9.77440000 ,15,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              1 ,                488.720000 ,                         0 , 2013-12-26         , N1             ,   2500.000000 , 002            ,      35.40 ,          53.10 , 2013-12-30  ,89,, 2014-01-26        , 2013-12-30         ,0,                  0 ,               ,            30 ,              0 ,              250 ,             1 , 002              ,   488.7200000000000000 ,               15.00 , 2014-01-25           ,           0 ,           5 ,      0.3000 ,         30 , 2013-08-27   ,           3 ,               ,                500 ,              488.72 , 
    2363603 ,              2 ,       8558 ,      2014 ,       1 , 2014-01-31  ,5,               0.02 ,              1 ,   5999.760000 ,     119.99520000 ,154,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              1 ,               5999.760000 ,                         0 , 2013-12-26         , N14            ,  10000.000000 , 002            ,      28.92 ,          43.38 , 2013-12-30  ,89,, 2014-06-26        , 2013-12-30         ,0,                  0 ,               ,            30 ,              0 ,             1000 ,             1 , 002              ,  5999.7600000000000000 ,              149.00 , 2014-01-25           ,           0 ,           5 ,      3.0800 ,         30 , 2013-08-28   ,           3 ,               ,               1000 ,              999.76 , 
    2363615 ,              2 ,       8570 ,      2014 ,       1 , 2014-01-31  ,7,               0.02 ,              1 ,   1000.000000 ,      20.00000000 ,5,                             0 ,              1110.19 ,                80.74 ,                  13.00 ,                        0 ,                        0 ,              2 ,               1000.000000 ,                         0 , 2014-01-17         , N5             ,   6500.000000 , 002            ,      56.88 ,          64.62 , 2014-01-28  ,89,, 2014-02-14        , 2014-01-28         ,0,                  0 ,               ,             7 ,              0 ,                0 ,             1 , 002              ,  1555.0950000000000000 ,                2.00 , 2014-01-24           ,           0 ,           7 ,      0.1000 ,          7 , 2013-08-29   ,           3 ,               ,             296.79 ,              373.44 , 
    2363674 ,              3 ,       8629 ,      2014 ,       1 , 2014-01-31  ,15,                0.1 ,              1 ,  13124.960000 ,     1312.4960000 ,323,                             0 ,              1660.64 ,               523.00 ,                  73.00 ,                        0 ,                        0 ,              1 ,              13124.960000 ,                         0 , 2013-12-17         , N1             ,  15000.000000 , 002            ,      35.40 ,          53.10 , 2014-01-06  ,89,, 2015-09-17        , 2014-01-06         ,0,                  0 ,               ,            30 ,              0 ,             1500 ,             1 , 002              , 13955.2800000000000000 ,             -113.00 , 2014-01-16           ,           0 ,          15 ,      32.300 ,         30 , 2013-09-17   ,           3 ,               ,                625 ,              624.96 , 
    2363686 ,              3 ,       8641 ,      2014 ,       1 , 2014-01-31  ,10,                0.1 ,              1 ,   5022.720000 ,      502.2720000 ,120,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              1 ,               5022.720000 ,                         0 , 2013-12-22         , N16            ,   7000.000000 , 002            ,      15.96 ,          23.94 , 2013-12-08  ,89,120, 2014-09-21        , 2013-12-08         ,0,                  0 ,               ,            30 ,              0 ,             7700 ,             1 , 002              ,  5022.7200000000000000 ,               69.00 , 2014-01-21           ,           0 ,          10 ,      12.000 ,         30 , 2013-09-22   ,           3 ,               ,                583 ,              354.72 , 
    2363798 ,              3 ,       8754 ,      2014 ,       1 , 2014-01-31  ,12,                0.1 ,              1 ,  13333.920000 ,     1333.3920000 ,524,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              1 ,              13333.920000 ,                         0 , 2013-12-20         , N1             ,  15000.000000 , 002            ,      35.40 ,          53.10 , 2013-12-22  ,89,, 2015-04-19        , 2013-12-22         ,0,                  0 ,               ,            30 ,              0 ,             1500 ,             1 , 002              , 13333.9200000000000000 ,              406.00 , 2014-01-19           ,           0 ,          12 ,      52.400 ,         30 , 2013-10-21   ,           3 ,               ,                833 ,              832.92 , 
    2363846 ,              3 ,       8802 ,      2014 ,       1 , 2014-01-31  ,29,                0.1 ,              1 ,  63192.600000 ,     6319.2600000 ,2237,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              1 ,              63192.600000 ,                         0 , 2013-12-01         , N1             ,  65000.000000 , 002            ,      35.40 ,          53.10 , 2013-12-26  ,89,, 2016-10-14        , 2013-12-26         ,0,                  0 ,               ,            30 ,              0 ,             6500 ,             1 , 002              ,     63192.600000000000 ,             1926.00 , 2013-12-31           ,           0 ,          29 ,     223.700 ,         30 , 2013-10-30   ,           3 ,               ,               1805 ,             1802.60 , 
    2363901 ,              3 ,       8857 ,      2014 ,       1 , 2014-01-31  ,12,                0.1 ,              1 ,  14357.720000 ,     1435.7720000 ,427,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              1 ,              14357.720000 ,                         0 , 2013-12-20         , N1             ,  15000.000000 , 002            ,      33.48 ,          50.22 , 2013-12-30  ,89,, 2015-11-17        , 2013-12-30         ,0,                  0 ,               ,            30 ,              0 ,             2250 ,             1 , 002              , 14357.7200000000000000 ,              414.00 , 2014-01-19           ,           0 ,          12 ,      42.700 ,         30 , 2013-11-20   ,           3 ,               ,                625 ,              607.72 , 
    2363964 ,              2 ,       8920 ,      2014 ,       1 , 2014-01-31  ,3,               0.02 ,              1 ,   2879.400000 ,      57.58800000 ,45,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              1 ,               2879.400000 ,                         0 , 2013-12-29         , N16            ,   3200.000000 , 002            ,      15.96 ,          23.94 , 2013-12-27  ,89,45, 2014-09-28        , 2013-12-27         ,0,                  0 ,               ,            30 ,              0 ,             3520 ,             1 , 002              ,  2879.4000000000000000 ,               40.00 , 2014-01-28           ,           0 ,           3 ,      0.9000 ,         30 , 2013-11-29   ,           3 ,               ,                320 ,              319.40 , 
    2364053 ,              3 ,       9009 ,      2014 ,       1 , 2014-01-31  ,9,                0.1 ,              1 ,  70000.000000 ,     7000.0000000 ,2539,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              1 ,              70000.000000 ,                         0 , 2013-12-23         , N1             ,  70000.000000 , 002            ,      33.48 ,          50.22 , 2013-12-23  ,89,, 2016-12-07        , 2013-12-23         ,0,                  0 ,               ,            30 ,              0 ,            10500 ,             1 , 002              ,     70000.000000000000 ,             2018.00 , 2014-01-22           ,           0 ,           9 ,     253.900 ,         30 , 2013-12-23   ,           3 ,               ,               1944 ,                1944 , 
    2364077 ,              2 ,       9033 ,      2014 ,       1 , 2014-01-31  ,3,               0.02 ,              1 ,   9499.360000 ,     189.98720000 ,137,                             0 ,               500.64 ,               121.00 ,                      0 ,                        0 ,                        0 ,              1 ,               9499.360000 ,                         0 , 2014-01-13         , N13            ,  10000.000000 , 002            ,      28.92 ,          43.38 , 2014-01-13  ,89,, 2014-10-28        , 2014-01-13         ,0,                  0 ,               ,            15 ,              0 ,             1000 ,             1 , 002              ,  9749.6800000000000000 ,              121.00 , 2014-01-28           ,           0 ,           3 ,      2.7400 ,         15 , 2013-12-29   ,           3 ,               ,                500 ,              499.36 , 
    2364079 ,              2 ,       9035 ,      2014 ,       1 , 2014-01-31  ,3,               0.02 ,              1 ,   4748.960000 ,      94.97920000 ,72,                             0 ,               251.04 ,                56.00 ,                      0 ,                        0 ,                        0 ,              1 ,               4748.960000 ,                         0 , 2014-01-13         , N13            ,   5000.000000 , 002            ,      28.92 ,          43.38 , 2014-01-12  ,89,, 2014-10-28        , 2014-01-12         ,0,                  0 ,               ,            15 ,              0 ,              500 ,             1 , 002              ,  4874.4800000000000000 ,               64.00 , 2014-01-28           ,           0 ,           3 ,      1.4400 ,         15 , 2013-12-29   ,           3 ,               ,                250 ,              248.96 , 
    2364091 ,              3 ,       9048 ,      2014 ,       1 , 2014-01-31  ,10,                0.1 ,              1 ,   8000.000000 ,      800.0000000 ,161,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              1 ,               8000.000000 ,                         0 , 2014-01-06         , N13            ,   8000.000000 , 002            ,      28.92 ,          43.38 , 2014-01-06  ,89,, 2014-11-05        , 2014-01-06         ,0,                  0 ,               ,            15 ,              0 ,              800 ,             1 , 002              ,            8000.000000 ,              161.00 , 2014-01-21           ,           0 ,          10 ,      16.100 ,         15 , 2014-01-06   ,           3 ,               ,                400 ,                 400 , 
    2362552 ,              1 ,       7500 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   1346.600000 ,      13.46600000 ,49,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               1346.600000 ,                         0 , 2014-01-02         , N4             ,  24000.000000 , 002            ,      31.44 ,          47.16 , 2013-12-20  ,89,, 2015-12-13        , 2013-12-20         ,0,                  0 ,               ,             0 ,              1 ,                0 ,             0 , 002              ,  1346.6000000000000000 ,               36.00 , 2014-02-01           ,           0 ,           0 ,      0.4900 ,         30 , 2012-12-28   ,           3 ,               ,                666 ,                   0 , 
    2364097 ,              1 ,       9054 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   4000.000000 ,      40.00000000 ,0,                             0 ,                 0.00 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               4000.000000 ,                         0 , 2014-01-09         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2014-01-09  ,89,, 2014-05-09        , 2014-01-09         ,0,                  0 ,               ,           120 ,              0 ,                0 ,             0 , 002              ,            4000.000000 ,                0.00 , 2014-05-09           ,           0 ,           0 ,      0.0000 ,        120 , 2014-01-09   ,           3 ,               ,        4000.000000 ,                   0 , 
    2363652 ,              1 ,       8607 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,              4000.00 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-08         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2014-01-08  ,89,, 2014-01-08        , 2014-01-08         ,0,                  0 ,               ,           120 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-05-08           ,           0 ,           0 ,        0.00 ,        120 , 2013-09-10   ,           3 ,               ,        4000.000000 ,            0.000000 , 
    2363906 ,              1 ,       8862 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   2698.000000 ,      26.98000000 ,0,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               2698.000000 ,                         0 , 2013-11-21         , N15            ,   2698.000000 , 002            ,       0.00 ,          50.40 , 2013-11-21  ,89,, 2014-11-20        , 2013-11-21         ,0,                  0 ,               ,            30 ,              0 ,            269.8 ,             0 , 002              ,  2698.0000000000000000 ,                0.00 , 2014-02-21           ,           0 ,           0 ,      0.0000 ,         92 , 2013-11-21   ,           3 ,               ,                269 ,                   0 , 
    2364018 ,              1 ,       8974 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   4000.000000 ,      40.00000000 ,0,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               4000.000000 ,                         0 , 2013-12-11         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2013-12-11  ,89,, 2014-04-10        , 2013-12-11         ,0,                  0 ,               ,           120 ,              0 ,                0 ,             0 , 002              ,  4000.0000000000000000 ,                0.00 , 2014-04-10           ,           0 ,           0 ,      0.0000 ,        120 , 2013-12-11   ,           3 ,               ,        4000.000000 ,                   0 , 
    2364049 ,              1 ,       9005 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   4000.000000 ,      40.00000000 ,0,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               4000.000000 ,                         0 , 2013-12-20         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2013-12-20  ,89,, 2014-04-20        , 2013-12-20         ,0,                  0 ,               ,           120 ,              0 ,                0 ,             0 , 002              ,  4000.0000000000000000 ,                0.00 , 2014-04-20           ,           0 ,           0 ,      0.0000 ,        121 , 2013-12-20   ,           3 ,               ,        4000.000000 ,                   0 , 
    2363308 ,              1 ,       8262 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,    508.000000 ,       5.08000000 ,0,                             0 ,               253.00 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,                508.000000 ,                         0 , 2014-01-21         , N15            ,   2532.000000 , 002            ,       0.00 ,          50.40 , 2014-01-26  ,89,, 2014-04-22        , 2014-01-26         ,0,                  0 ,               ,            30 ,              0 ,              254 ,             0 , 002              ,   634.5000000000000000 ,                0.00 , 2014-02-20           ,           0 ,           0 ,      0.0000 ,         30 , 2013-06-24   ,           3 ,               ,                253 ,                   0 , 
    2363370 ,              1 ,       8324 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   5331.440000 ,      53.31440000 ,127,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               5331.440000 ,                         0 , 2014-01-02         , N4             ,  10000.000000 , 002            ,      26.76 ,          40.14 , 2013-12-30  ,89,, 2015-01-02        , 2013-12-30         ,0,                  0 ,               ,            30 ,              0 ,             1500 ,             0 , 002              ,  5331.4400000000000000 ,              123.00 , 2014-02-01           ,           0 ,           0 ,      1.2700 ,         30 , 2013-07-01   ,           3 ,               ,                555 ,                   0 , 
    2363466 ,              1 ,       8421 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   1130.040000 ,      11.30040000 ,12,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               1130.040000 ,                         0 , 2014-01-26         , N8             ,   2450.000000 , 002            ,       9.36 ,          14.04 , 2013-12-22  ,89,, 2014-07-27        , 2013-12-22         ,0,                  0 ,               ,            30 ,              0 ,             2695 ,             0 , 002              ,  1130.0400000000000000 ,                9.00 , 2014-02-25           ,           5 ,           0 ,      0.1200 ,         30 , 2013-07-29   ,           3 ,               ,                204 ,                   0 , 
    2363999 ,              1 ,       8955 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   4000.000000 ,      40.00000000 ,0,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               4000.000000 ,                         0 , 2013-12-09         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2013-12-09  ,89,, 2014-04-08        , 2013-12-09         ,0,                  0 ,               ,           120 ,              0 ,                0 ,             0 , 002              ,  4000.0000000000000000 ,                0.00 , 2014-04-08           ,           0 ,           0 ,      0.0000 ,        120 , 2013-12-09   ,           3 ,               ,        4000.000000 ,                   0 , 
    2360137 ,              1 ,       5047 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   3356.000000 ,      33.56000000 ,0,                             0 ,              3331.64 ,               246.00 ,                   8.00 ,                        0 ,                        0 ,              0 ,               3356.000000 ,                         0 , 2014-01-31         , N1             ,  60000.000000 , 002            ,      25.32 ,          30.38 , 2014-01-31  ,89,, 2014-04-01        , 2014-01-31         ,0,                  0 ,               ,            30 ,              0 ,            20000 ,             0 , 002              ,  5021.8200000000000000 ,             -126.00 , 2014-03-02           ,           0 ,           0 ,        0.00 ,         30 , 2011-04-17   ,           3 ,               ,               1666 ,                   0 , 
    2360310 ,              1 ,       5223 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   2955.160000 ,      29.55160000 ,22,                             0 ,               785.40 ,               181.00 ,                   4.00 ,                        0 ,                        0 ,              0 ,               2955.160000 ,                         0 , 2014-01-12         , N16            ,  30000.000000 , 002            ,      15.96 ,          19.20 , 2014-01-14  ,89,22, 2014-05-11        , 2014-01-14         ,0,                  0 ,               ,            30 ,              0 ,            33000 ,             0 , 002              ,  3347.8600000000000000 ,             -126.00 , 2014-02-11           ,           0 ,           0 ,      0.2200 ,         30 , 2011-05-27   ,           3 ,               ,                833 ,                   0 , 
