 precorteid , tablareservaid , prestamoid , ejercicio , periodo , fechacierre , diasvencidos , porcentajeaplicado , factoraplicado , saldoprestamo , reservacalculada , interesdevengadomenoravencido , interesdevengadomayoravencido , pagocapitalenperiodo , pagointeresenperiodo , pagomoratorioenperiodo , bonificacionintenperiodo , bonificacionmorenperiodo , noamorvencidas , saldovencidomenoravencido , saldovencidomayoravencido , fechaultamorpagada , tipoprestamoid , montoprestamo , clavefinalidad , tasanormal , tasa_moratoria , ultimoabono , diastraspasoavencida ,, fecha_vencimiento , ultimoabonointeres , interesdevmormenor , interesdevmormayor , saldopromedio , dias_de_cobro , meses_de_cobro , depositogarantia , pagosvencidos , finalidaddefault ,  saldopromediodelmes   , interesdevengadomes , primerincumplimiento , diasinteres , diascapital , reservaidnc , frecuencia , fecha_otorga , estatusvive , zonamarginada , importeultimaamort , importevencidoamort , tipocartera 
    2364171 ,              1 ,       9128 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 , 450000.000000 ,    4500.00000000 ,0,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,             450000.000000 ,                         0 , 2014-01-31         , N4             , 450000.000000 , 002            ,      22.08 ,          33.12 , 2014-01-31  ,89,, 2017-01-15        , 2014-01-31         ,0,                  0 ,               ,            30 ,              0 ,    135000.000000 ,             0 , 002              ,          450000.000000 ,                   0 , 2014-03-04           ,           0 ,           0 ,        0.00 ,         32 , 2014-01-31   ,           3 ,               ,              12500 ,                   0 , 
    2363398 ,              1 ,       8352 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,              1969.84 ,                38.00 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-09         , N1             ,   5000.000000 , 002            ,      33.48 ,          50.22 , 2014-01-10  ,89,, 2014-07-10        , 2014-01-10         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-08           ,           0 ,           0 ,        0.00 ,         30 , 2013-07-12   ,           3 ,               ,                416 ,                   0 , 
    2363421 ,              1 ,       8376 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,              2499.44 ,                41.00 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-14         , N4             ,   5000.000000 , 002            ,      28.32 ,          42.48 , 2014-01-05  ,89,, 2014-05-15        , 2014-01-05         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-13           ,           0 ,           0 ,        0.00 ,         30 , 2013-07-17   ,           3 ,               ,                500 ,                   0 , 
    2362721 ,              1 ,       7669 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,             13419.20 ,               350.00 ,                   1.00 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-07         , N4             ,  23000.000000 , 002            ,      31.44 ,          47.16 , 2014-01-22  ,89,, 2015-02-05        , 2014-01-22         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-06           ,           0 ,           0 ,        0.00 ,         30 , 2013-02-07   ,           3 ,               ,                958 ,                   0 , 
    2364172 ,              1 ,       9129 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   8500.000000 ,      85.00000000 ,0,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               8500.000000 ,                         0 , 2014-01-31         , N1             ,   8500.000000 , 002            ,      26.40 ,          39.60 , 2014-01-31  ,89,, 2015-02-01        , 2014-01-31         ,0,                  0 ,               ,            30 ,              0 ,      2805.000000 ,             0 , 002              ,            8500.000000 ,                   0 , 2014-03-04           ,           0 ,           0 ,        0.00 ,         32 , 2014-01-31   ,           3 ,               ,                708 ,                   0 , 
    2363508 ,              1 ,       8463 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,             19499.52 ,               311.00 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-05         , N16            , 154000.000000 , 002            ,      15.96 ,          23.94 , 2014-01-06  ,89,0, 2015-08-04        , 2014-01-06         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-04           ,           0 ,           0 ,        0.00 ,         30 , 2013-08-07   ,           3 ,               ,               6416 ,                   0 , 
    2363309 ,              1 ,       8263 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,              1045.96 ,                23.00 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-21         , N16            ,  18000.000000 , 002            ,      15.96 ,          23.94 , 2014-01-14  ,89,0, 2014-06-22        , 2014-01-14         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-20           ,           0 ,           0 ,        0.00 ,         30 , 2013-06-24   ,           3 ,               ,               1500 ,                   0 , 
    2363675 ,              1 ,       8630 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,              4000.00 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-15         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2014-01-15  ,89,, 2014-01-15        , 2014-01-15         ,0,                  0 ,               ,           120 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-05-15           ,           0 ,           0 ,        0.00 ,        120 , 2013-09-17   ,           3 ,               ,        4000.000000 ,            0.000000 , 
    2363972 ,              1 ,       8928 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,              2499.76 ,                24.00 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-02         , N4             ,   3500.000000 , 002            ,      31.44 ,          47.16 , 2014-01-09  ,89,, 2014-04-03        , 2014-01-09         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-01           ,           0 ,           0 ,        0.00 ,         30 , 2013-12-01   ,           3 ,               ,                875 ,                   0 , 
    2364039 ,              1 ,       8995 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,              2000.00 ,                19.00 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-17         , N4             ,   2000.000000 , 002            ,      21.12 ,          31.68 , 2014-01-03  ,89,, 2014-04-20        , 2014-01-03         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-16           ,           0 ,           0 ,        0.00 ,         30 , 2013-12-18   ,           3 ,               ,                500 ,                   0 , 
    2362176 ,              1 ,       7121 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,              3337.20 ,                47.00 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-09         , N1             ,  15000.000000 , 002            ,      33.48 ,          50.22 , 2014-01-08  ,89,, 2014-04-10        , 2014-01-08         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-08           ,           0 ,           0 ,        0.00 ,         30 , 2012-10-12   ,           3 ,               ,                833 ,                   0 , 
    2363443 ,              1 ,       8398 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,              4990.68 ,                44.00 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-19         , N16            ,  10000.000000 , 002            ,      15.96 ,          23.94 , 2014-01-19  ,89,0, 2014-07-20        , 2014-01-19         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-18           ,           0 ,           0 ,        0.00 ,         30 , 2013-07-22   ,           3 ,               ,                833 ,                   0 , 
    2363571 ,              1 ,       8526 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,              1378.45 ,                36.68 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-30         , N5             ,   5000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-16  ,89,, 2014-02-06        , 2014-01-16         ,0,                  0 ,               ,             7 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-06           ,           7 ,           0 ,        0.00 ,          7 , 2013-08-20   ,           3 ,               ,             237.18 ,                0.00 , 
    2362306 ,              1 ,       7252 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,             73102.44 ,              1851.00 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-07         , N1             , 150000.000000 , 002            ,      31.44 ,          47.16 , 2014-01-03  ,89,, 2015-10-25        , 2014-01-03         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-06           ,           0 ,           0 ,        0.00 ,         30 , 2012-11-09   ,           3 ,               ,               4166 ,                   0 , 
    2363936 ,              1 ,       8892 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   7907.400000 ,      79.07400000 ,37,                             0 ,              1859.16 ,               414.52 ,                      0 ,                        0 ,                        0 ,              0 ,               7907.400000 ,                         0 , 2014-01-30         , N5             ,  12000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-28  ,89,, 2014-05-18        , 2014-01-28         ,0,                  0 ,               ,             7 ,              0 ,                0 ,             0 , 002              ,  8836.9800000000000000 ,               22.00 , 2014-02-06           ,           0 ,           0 ,      0.3700 ,          7 , 2013-11-26   ,           3 ,               ,             475.83 ,                0.00 , 
    2362370 ,              1 ,       7316 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,             12117.44 ,               202.00 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-02         , N4             ,  70000.000000 , 002            ,      25.20 ,          37.80 , 2014-01-17  ,89,, 2015-11-10        , 2014-01-17         ,0,                  0 ,               ,             0 ,              1 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-01           ,           0 ,           0 ,        0.00 ,         30 , 2012-11-25   ,           3 ,               ,               1944 ,                   0 , 
    2364131 ,              1 ,       9088 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   6000.000000 ,      60.00000000 ,58,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               6000.000000 ,                         0 , 2014-01-20         , N4             ,   6000.000000 , 002            ,      31.44 ,          47.16 , 2014-01-20  ,89,, 2015-04-19        , 2014-01-20         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,            6000.000000 ,               58.00 , 2014-02-19           ,           0 ,           0 ,      0.5800 ,         30 , 2014-01-20   ,           3 ,               ,                400 ,                   0 , 
    2362495 ,              1 ,       7443 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,              6872.24 ,               112.00 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-16         , N1             ,  15000.000000 , 002            ,      33.48 ,          50.22 , 2014-01-13  ,89,, 2014-12-18        , 2014-01-13         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-15           ,           0 ,           0 ,        0.00 ,         30 , 2012-12-19   ,           3 ,               ,                625 ,                   0 , 
    2364138 ,              1 ,       9095 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   5000.000000 ,      50.00000000 ,20,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               5000.000000 ,                         0 , 2014-01-22         , N16            ,   5000.000000 , 002            ,      15.96 ,          23.94 , 2014-01-22  ,89,20, 2014-11-20        , 2014-01-22         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,            5000.000000 ,               20.00 , 2014-02-21           ,           0 ,           0 ,      0.2000 ,         30 , 2014-01-22   ,           3 ,               ,                500 ,                   0 , 
    2363951 ,              1 ,       8907 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   6764.800000 ,      67.64800000 ,0,                             0 ,              4613.73 ,               551.43 ,                  10.00 ,                        0 ,                        0 ,              0 ,               6764.800000 ,                         0 , 2014-01-30         , N5             ,  15000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-31  ,89,, 2014-03-20        , 2014-01-31         ,0,                  0 ,               ,             7 ,              0 ,                0 ,             0 , 002              ,  9071.6650000000000000 ,              -90.00 , 2014-02-06           ,           0 ,           0 ,        0.00 ,          7 , 2013-11-27   ,           3 ,               ,             941.56 ,                0.00 , 
    2364060 ,              1 ,       9016 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   4000.000000 ,      40.00000000 ,0,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               4000.000000 ,                         0 , 2013-12-24         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2013-12-24  ,89,, 2014-04-23        , 2013-12-24         ,0,                  0 ,               ,           120 ,              0 ,                0 ,             0 , 002              ,  4000.0000000000000000 ,                0.00 , 2014-04-23           ,           0 ,           0 ,      0.0000 ,        120 , 2013-12-24   ,           3 ,               ,        4000.000000 ,                   0 , 
    2364082 ,              1 ,       9038 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   6000.000000 ,      60.00000000 ,85,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               6000.000000 ,                         0 , 2013-12-30         , N16            ,   6000.000000 , 002            ,      15.96 ,          23.94 , 2013-12-30  ,89,85, 2015-01-02        , 2013-12-30         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,  6000.0000000000000000 ,               82.00 , 2014-02-02           ,           0 ,           0 ,      0.8500 ,         34 , 2013-12-30   ,           3 ,               ,                500 ,                   0 , 
    2364139 ,              1 ,       9096 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   4000.000000 ,      40.00000000 ,0,                             0 ,                 0.00 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               4000.000000 ,                         0 , 2014-01-24         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2014-01-24  ,89,, 2014-05-25        , 2014-01-24         ,0,                  0 ,               ,           120 ,              0 ,                0 ,             0 , 002              ,            4000.000000 ,                0.00 , 2014-05-25           ,           0 ,           0 ,      0.0000 ,        121 , 2014-01-24   ,           3 ,               ,        4000.000000 ,                   0 , 
    2363937 ,              1 ,       8893 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   8573.480000 ,      85.73480000 ,41,                             0 ,              2010.81 ,               449.30 ,                      0 ,                        0 ,                        0 ,              0 ,               8573.480000 ,                         0 , 2014-01-30         , N5             ,  13000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-28  ,89,, 2014-05-18        , 2014-01-28         ,0,                  0 ,               ,             7 ,              0 ,                0 ,             0 , 002              ,  9578.8850000000000000 ,               24.00 , 2014-02-06           ,           0 ,           0 ,      0.4100 ,          7 , 2013-11-26   ,           3 ,               ,             515.47 ,                0.00 , 
    2364090 ,              1 ,       9046 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   3000.000000 ,      30.00000000 ,35,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               3000.000000 ,                         0 , 2014-01-05         , N16            ,   3000.000000 , 002            ,      15.96 ,          23.94 , 2014-01-05  ,89,35, 2014-04-06        , 2014-01-05         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,            3000.000000 ,               35.00 , 2014-02-04           ,           0 ,           0 ,      0.3500 ,         30 , 2014-01-05   ,           3 ,               ,               1000 ,                   0 , 
    2364160 ,              1 ,       9117 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   5000.000000 ,      50.00000000 ,0,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               5000.000000 ,                         0 , 2014-01-31         , N5             ,   5000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-31  ,89,, 2014-05-25        , 2014-01-31         ,0,                  0 ,               ,             7 ,              0 ,         0.000000 ,             0 , 002              ,            5000.000000 ,                   0 , 2014-02-07           ,           0 ,           0 ,        0.00 ,          7 , 2014-01-31   ,           3 ,               ,             283.51 ,                   0 , 
    2364099 ,              1 ,       9056 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   4553.520000 ,      45.53520000 ,0,                             0 ,               446.48 ,                72.00 ,                      0 ,                        0 ,                        0 ,              0 ,               4553.520000 ,                         0 , 2014-01-24         , N4             ,   5000.000000 , 002            ,      25.20 ,          37.80 , 2014-01-31  ,89,, 2014-12-16        , 2014-01-31         ,0,                  0 ,               ,            14 ,              0 ,             1000 ,             0 , 002              ,            4553.520000 ,                   0 , 2014-02-07           ,           0 ,           0 ,        0.00 ,         14 , 2014-01-10   ,           3 ,               ,                208 ,                   0 , 
    2364161 ,              1 ,       9118 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   5000.000000 ,      50.00000000 ,0,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               5000.000000 ,                         0 , 2014-01-31         , N5             ,   5000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-31  ,89,, 2014-05-25        , 2014-01-31         ,0,                  0 ,               ,             7 ,              0 ,         0.000000 ,             0 , 002              ,            5000.000000 ,                   0 , 2014-02-07           ,           0 ,           0 ,        0.00 ,          7 , 2014-01-31   ,           3 ,               ,             283.51 ,                   0 , 
    2363572 ,              1 ,       8527 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,      0.000000 ,       0.00000000 ,0,                             0 ,              1378.45 ,                36.68 ,                      0 ,                        0 ,                        0 ,              0 ,                  0.000000 ,                         0 , 2014-01-30         , N5             ,   5000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-16  ,89,, 2014-02-06        , 2014-01-16         ,0,                  0 ,               ,             7 ,              0 ,                0 ,             0 , 002              ,               0.000000 ,                   0 , 2014-02-06           ,           7 ,           0 ,        0.00 ,          7 , 2013-08-20   ,           3 ,               ,             237.18 ,                0.00 , 
    2363938 ,              1 ,       8894 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   5271.610000 ,      52.71610000 ,25,                             0 ,              1239.44 ,               276.35 ,                      0 ,                        0 ,                        0 ,              0 ,               5271.610000 ,                         0 , 2014-01-30         , N5             ,   8000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-28  ,89,, 2014-05-18        , 2014-01-28         ,0,                  0 ,               ,             7 ,              0 ,                0 ,             0 , 002              ,  5891.3300000000000000 ,               15.00 , 2014-02-06           ,           0 ,           0 ,      0.2500 ,          7 , 2013-11-26   ,           3 ,               ,             317.21 ,                0.00 , 
    2364162 ,              1 ,       9119 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   5000.000000 ,      50.00000000 ,0,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               5000.000000 ,                         0 , 2014-01-31         , N5             ,   5000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-31  ,89,, 2014-05-25        , 2014-01-31         ,0,                  0 ,               ,             7 ,              0 ,         0.000000 ,             0 , 002              ,            5000.000000 ,                   0 , 2014-02-07           ,           0 ,           0 ,        0.00 ,          7 , 2014-01-31   ,           3 ,               ,             283.51 ,                   0 , 
    2363939 ,              1 ,       8895 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   6261.240000 ,      62.61240000 ,30,                             0 ,              1471.28 ,               328.21 ,                      0 ,                        0 ,                        0 ,              0 ,               6261.240000 ,                         0 , 2014-01-30         , N5             ,   9500.000000 , 002            ,      56.88 ,          64.62 , 2014-01-28  ,89,, 2014-05-18        , 2014-01-28         ,0,                  0 ,               ,             7 ,              0 ,                0 ,             0 , 002              ,  6996.8800000000000000 ,               18.00 , 2014-02-06           ,           0 ,           0 ,      0.3000 ,          7 , 2013-11-26   ,           3 ,               ,             376.70 ,                0.00 , 
    2364163 ,              1 ,       9120 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   5000.000000 ,      50.00000000 ,0,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               5000.000000 ,                         0 , 2014-01-31         , N5             ,   5000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-31  ,89,, 2014-05-25        , 2014-01-31         ,0,                  0 ,               ,             7 ,              0 ,         0.000000 ,             0 , 002              ,            5000.000000 ,                   0 , 2014-02-07           ,           0 ,           0 ,        0.00 ,          7 , 2014-01-31   ,           3 ,               ,             283.51 ,                   0 , 
    2363950 ,              1 ,       8906 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   6763.980000 ,      67.63980000 ,0,                             0 ,              4687.70 ,               498.01 ,                  10.00 ,                        0 ,                        0 ,              0 ,               6763.980000 ,                         0 , 2014-01-30         , N5             ,  15000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-31  ,89,, 2014-03-20        , 2014-01-31         ,0,                  0 ,               ,             7 ,              0 ,                0 ,             0 , 002              ,  9107.8300000000000000 ,              -36.00 , 2014-02-06           ,           0 ,           0 ,        0.00 ,          7 , 2013-11-27   ,           3 ,               ,             941.56 ,                0.00 , 
    2364164 ,              1 ,       9121 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   4000.000000 ,      40.00000000 ,0,                             0 ,                 0.00 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               4000.000000 ,                         0 , 2014-01-31         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2014-01-31  ,89,, 2014-06-01        , 2014-01-31         ,0,                  0 ,               ,           120 ,              0 ,         0.000000 ,             0 , 002              ,            4000.000000 ,                   0 , 2014-06-01           ,           0 ,           0 ,        0.00 ,        121 , 2014-01-31   ,           3 ,               ,        4000.000000 ,                   0 , 
    2364165 ,              1 ,       9122 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   4000.000000 ,      40.00000000 ,0,                             0 ,                 0.00 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               4000.000000 ,                         0 , 2014-01-31         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2014-01-31  ,89,, 2014-06-01        , 2014-01-31         ,0,                  0 ,               ,           120 ,              0 ,         0.000000 ,             0 , 002              ,            4000.000000 ,                   0 , 2014-06-01           ,           0 ,           0 ,        0.00 ,        121 , 2014-01-31   ,           3 ,               ,        4000.000000 ,                   0 , 
    2364166 ,              1 ,       9123 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   4000.000000 ,      40.00000000 ,0,                             0 ,                 0.00 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               4000.000000 ,                         0 , 2014-01-31         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2014-01-31  ,89,, 2014-06-01        , 2014-01-31         ,0,                  0 ,               ,           120 ,              0 ,         0.000000 ,             0 , 002              ,            4000.000000 ,                   0 , 2014-06-01           ,           0 ,           0 ,        0.00 ,        121 , 2014-01-31   ,           3 ,               ,        4000.000000 ,                   0 , 
    2364167 ,              1 ,       9124 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   4000.000000 ,      40.00000000 ,0,                             0 ,                 0.00 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               4000.000000 ,                         0 , 2014-01-31         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2014-01-31  ,89,, 2014-06-01        , 2014-01-31         ,0,                  0 ,               ,           120 ,              0 ,         0.000000 ,             0 , 002              ,            4000.000000 ,                   0 , 2014-06-01           ,           0 ,           0 ,        0.00 ,        121 , 2014-01-31   ,           3 ,               ,        4000.000000 ,                   0 , 
    2363940 ,              1 ,       8896 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   3292.370000 ,      32.92370000 ,16,                             0 ,               775.74 ,               172.63 ,                      0 ,                        0 ,                        0 ,              0 ,               3292.370000 ,                         0 , 2014-01-30         , N5             ,   5000.000000 , 002            ,      56.88 ,          64.62 , 2014-01-28  ,89,, 2014-05-18        , 2014-01-28         ,0,                  0 ,               ,             7 ,              0 ,                0 ,             0 , 002              ,  3680.2400000000000000 ,               10.00 , 2014-02-06           ,           0 ,           0 ,      0.1600 ,          7 , 2013-11-26   ,           3 ,               ,             198.26 ,                0.00 , 
    2364168 ,              1 ,       9125 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   4000.000000 ,      40.00000000 ,0,                             0 ,                 0.00 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               4000.000000 ,                         0 , 2014-01-31         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2014-01-31  ,89,, 2014-06-01        , 2014-01-31         ,0,                  0 ,               ,           120 ,              0 ,         0.000000 ,             0 , 002              ,            4000.000000 ,                   0 , 2014-06-01           ,           0 ,           0 ,        0.00 ,        121 , 2014-01-31   ,           3 ,               ,        4000.000000 ,                   0 , 
    2364100 ,              1 ,       9057 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,  10000.000000 ,     100.00000000 ,93,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,              10000.000000 ,                         0 , 2014-01-10         , N16            ,  10000.000000 , 002            ,      15.96 ,          23.94 , 2014-01-10  ,89,93, 2016-01-07        , 2014-01-10         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,           10000.000000 ,               93.00 , 2014-02-09           ,           0 ,           0 ,      0.9300 ,         30 , 2014-01-10   ,           3 ,               ,                416 ,                   0 , 
    2364169 ,              1 ,       9126 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   4000.000000 ,      40.00000000 ,0,                             0 ,                 0.00 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               4000.000000 ,                         0 , 2014-01-31         , P4             ,   4000.000000 , 002            ,          0 ,              0 , 2014-01-31  ,89,, 2014-06-01        , 2014-01-31         ,0,                  0 ,               ,           120 ,              0 ,         0.000000 ,             0 , 002              ,            4000.000000 ,                   0 , 2014-06-01           ,           0 ,           0 ,        0.00 ,        121 , 2014-01-31   ,           3 ,               ,        4000.000000 ,                   0 , 
    2364101 ,              1 ,       9058 ,      2014 ,       1 , 2014-01-31  ,0,               0.01 ,              1 ,   7000.000000 ,      70.00000000 ,65,                             0 ,                    0 ,                    0 ,                      0 ,                        0 ,                        0 ,              0 ,               7000.000000 ,                         0 , 2014-01-10         , N16            ,   7000.000000 , 002            ,      15.96 ,          23.94 , 2014-01-10  ,89,65, 2015-07-09        , 2014-01-10         ,0,                  0 ,               ,            30 ,              0 ,                0 ,             0 , 002              ,            7000.000000 ,               65.00 , 2014-02-09           ,           0 ,           0 ,      0.6500 ,         30 , 2014-01-10   ,           3 ,               ,                388 ,                   0 , 
