?column?, precorteid , tablareservaid , prestamoid , ejercicio , periodo , fechacierre , diasvencidos , porcentajeaplicado , factoraplicado , saldoprestamo , reservacalculada , interesdevengadomenoravencido , interesdevengadomayoravencido , pagocapitalenperiodo , pagointeresenperiodo , pagomoratorioenperiodo , bonificacionintenperiodo , bonificacionmorenperiodo , noamorvencidas , saldovencidomenoravencido , saldovencidomayoravencido , fechaultamorpagada , tipoprestamoid , montoprestamo , clavefinalidad , tasanormal , tasa_moratoria , ultimoabono , diastraspasoavencida ,,,, fecha_vencimiento , ultimoabonointeres , interesdevmormenor , interesdevmormayor , saldopromedio , dias_de_cobro , meses_de_cobro , depositogarantia , pagosvencidos , finalidaddefault ,  saldopromediodelmes   , interesdevengadomes , primerincumplimiento , diasinteres , diascapital , reservaidnc , frecuencia , fecha_otorga , estatusvive , zonamarginada , importeultimaamort , importevencidoamort , tipocartera 
008082-,2346639,                ,8554,2013,12, 2013-12-31  ,0,0.01,1,30017.8,300.178,194,0,6251.92,638,0,0,0,0,30017.8,0, 2013-12-26         , N4             ,50000,2,21.12,31.68, 2013-12-20  ,89,,,, 2014-08-26        , 2013-12-20         ,0,0,               ,30,0,16500,0,2,33143.76,-19, 2014-01-25           ,0,0,1.94,30, 2013-08-27   ,3,               ,4166,0, 
008084-,2346641,                ,8556,2013,12, 2013-12-31  ,0,0.01,1,488.72,4.8872,0,0,510.56,31,3,0,0,0,488.72,0, 2013-12-26         , N1             ,2500,2,35.4,53.1, 2013-12-30  ,89,,,, 2014-01-26        , 2013-12-30         ,0,0,               ,30,0,250,0,2,744,-2, 2014-01-25           ,0,0,0,30, 2013-08-27   ,3,               ,500,0, 
008086-,2346643,                ,8558,2013,12, 2013-12-31  ,0,0.01,1,5999.76,59.9976,5,0,999.36,174,5,0,0,0,5999.76,0, 2013-12-26         , N14            ,10000,2,28.92,43.38, 2013-12-30  ,89,,,, 2014-06-26        , 2013-12-30         ,0,0,               ,30,0,1000,0,2,6499.44,-1, 2014-01-25           ,0,0,0.05,30, 2013-08-28   ,3,               ,1000,0, 
008087-,2346644,                ,8559,2013,12, 2013-12-31  ,0,0.01,1,31834.6,318.346,710,0,1104.24,686,0,0,0,0,31834.6,0, 2013-12-01         , N4             ,35000,2,26.76,40.14, 2013-12-01  ,89,,,, 2016-08-12        , 2013-12-01         ,0,0,               ,30,0,5250,0,2,32386.72,49, 2013-12-31           ,0,0,7.1,30, 2013-08-28   ,3,               ,972,0, 
008088-,2346645,                ,8560,2013,12, 2013-12-31  ,0,0.01,1,2748.68,27.4868,17,0,944.56,134,0,0,0,0,2748.68,0, 2013-12-01         , N4             ,16000,2,28.32,42.48, 2013-12-23  ,89,,,, 2015-09-03        , 2013-12-23         ,0,0,               ,30,0,1600,0,2,3220.96,-56, 2013-12-31           ,0,0,0.17,30, 2013-08-29   ,3,               ,666,0, 
008105-,2346662,                ,8577,2013,12, 2013-12-31  ,0,0.01,1,41026.86,410.2686,473,0,1472.2,452,3,0,0,0,41026.86,0, 2013-12-01         , N16            ,45000,2,15.96,23.94, 2013-12-05  ,89,473,473,0, 2016-08-14        , 2013-12-05         ,0,0,               ,30,0,49500,0,2,41762.96,115, 2013-12-31           ,0,0,4.73,30, 2013-08-30   ,3,               ,1250,0, 
008107-,2346664,                ,8579,2013,12, 2013-12-31  ,0,0.01,1,6374.48,63.7448,142,0,708.72,158,0,0,0,0,6374.48,0, 2013-12-01         , N4             ,8500,2,26.76,40.14, 2013-12-01  ,89,,,, 2014-09-02        , 2013-12-01         ,0,0,               ,30,0,1275,0,2,6728.84,-11, 2013-12-31           ,0,0,1.42,30, 2013-09-01   ,3,               ,708,0, 
008111-,2346668,                ,8583,2013,12, 2013-12-31  ,0,0.01,1,6375.72,63.7572,137,0,707.96,68,1,0,0,0,6375.72,0, 2013-12-01         , N4             ,8500,2,26.76,40.14, 2013-12-02  ,89,,,, 2014-09-02        , 2013-12-02         ,0,0,               ,30,0,1275,0,2,6729.7,79, 2013-12-31           ,0,0,1.37,30, 2013-09-01   ,3,               ,708,0, 
008113-,2346670,                ,8585,2013,12, 2013-12-31  ,0,0.01,1,1499.64,14.9964,35,0,498.48,47,0,0,0,0,1499.64,0, 2013-12-01         , N4             ,3000,2,28.32,42.48, 2013-12-01  ,89,,,, 2014-03-04        , 2013-12-01         ,0,0,               ,30,0,300,0,2,1748.88,-11, 2013-12-31           ,0,0,0.35,30, 2013-09-02   ,3,               ,500,0, 
008116-,2346673,                ,8588,2013,12, 2013-12-31  ,0,0.01,1,3497,34.97,84,0,490.16,99,0,0,0,0,3497,0, 2013-12-01         , N14            ,5000,2,28.92,43.38, 2013-12-01  ,89,,,, 2014-07-03        , 2013-12-01         ,0,0,               ,30,0,500,0,2,3742.08,-12, 2013-12-31           ,0,0,0.84,30, 2013-09-02   ,3,               ,500,0, 
008119-,2346676,                ,8591,2013,12, 2013-12-31  ,0,0.01,1,3841,38.41,93,0,555.16,99,0,0,0,0,3841,0, 2013-12-03         , N14            ,5500,2,28.92,43.38, 2013-12-01  ,89,,,, 2014-07-03        , 2013-12-01         ,0,0,               ,30,0,550,0,2,4118.58,-2, 2014-01-02           ,0,0,0.93,30, 2013-09-04   ,3,               ,550,0, 
008120-,2346677,                ,8592,2013,12, 2013-12-31  ,0,0.01,1,10001.56,100.0156,10,0,666.12,566,27,0,0,0,10001.56,0, 2013-12-03         , N1             ,12000,2,35.4,53.1, 2013-12-30  ,89,,,, 2015-03-03        , 2013-12-30         ,0,0,               ,30,0,1200,0,2,10334.62,-242, 2014-01-02           ,0,0,0.1,30, 2013-09-04   ,3,               ,666,0, 
008121-,2346678,                ,8593,2013,12, 2013-12-31  ,0,0.01,1,14995.36,149.9536,319,0,1000.6,440,0,0,0,0,14995.36,0, 2013-12-05         , N4             ,18000,2,28.32,42.48, 2013-12-04  ,89,,,, 2015-09-03        , 2013-12-04         ,0,0,               ,30,0,1800,0,2,15495.66,-71, 2014-01-04           ,0,0,3.19,30, 2013-09-05   ,3,               ,750,0, 
008122-,2346679,                ,8594,2013,12, 2013-12-31  ,0,0.01,1,2445.36,24.4536,31,0,350.4,35,0,0,0,0,2445.36,0, 2013-12-05         , N16            ,3500,2,15.96,23.94, 2013-12-02  ,89,31,31,0, 2014-07-06        , 2013-12-02         ,0,0,               ,30,0,3850,0,2,2620.56,-1, 2014-01-04           ,0,0,0.31,30, 2013-09-06   ,3,               ,350,0, 
008123-,2346680,                ,8595,2013,12, 2013-12-31  ,0,0.01,1,15001.96,150.0196,173,0,1664.76,214,0,0,0,0,15001.96,0, 2013-12-05         , N16            ,20000,2,15.96,23.94, 2013-12-05  ,89,173,173,0, 2014-09-04        , 2013-12-05         ,0,0,               ,30,0,22000,0,2,15834.34,-4, 2014-01-04           ,0,0,1.73,30, 2013-09-06   ,3,               ,1666,0, 
008124-,2346681,                ,8596,2013,12, 2013-12-31  ,0,0.01,1,2143.84,21.4384,24,0,458.24,36,0,0,0,0,2143.84,0, 2013-12-05         , N16            ,3500,2,15.96,23.94, 2013-12-06  ,89,24,24,0, 2014-07-06        , 2013-12-06         ,0,0,               ,30,0,3850,0,2,2372.96,-5, 2014-01-04           ,0,0,0.24,30, 2013-09-06   ,3,               ,350,0, 
008125-,2346682,                ,8597,2013,12, 2013-12-31  ,0,0.01,1,5250.44,52.5044,103,0,583.12,142,1,0,0,0,5250.44,0, 2013-12-05         , N4             ,7000,2,28.32,42.48, 2013-12-06  ,89,,,, 2014-09-04        , 2013-12-06         ,0,0,               ,30,0,700,0,2,5542,-12, 2014-01-04           ,0,0,1.03,30, 2013-09-06   ,3,               ,583,0, 
008126-,2346683,                ,8598,2013,12, 2013-12-31  ,0,0.01,1,2949.72,29.4972,36,0,1003.72,83,0,0,0,0,2949.72,0, 2013-12-05         , N14            ,10000,2,28.92,43.38, 2013-12-16  ,89,,,, 2014-07-06        , 2013-12-16         ,0,0,               ,30,0,1000,0,2,3451.58,4, 2014-01-04           ,0,0,0.36,30, 2013-09-06   ,3,               ,1000,0, 
008127-,2346684,                ,8599,2013,12, 2013-12-31  ,0,0.01,1,18001.16,180.0116,362,0,664.88,554,3,0,0,0,18001.16,0, 2013-12-05         , N1             ,20000,2,31.44,47.16, 2013-12-08  ,89,,,, 2016-03-03        , 2013-12-08         ,0,0,               ,30,0,4000,0,2,18333.6,-62, 2014-01-04           ,0,0,3.62,30, 2013-09-06   ,3,               ,666,0, 
008128-,2346685,                ,8600,2013,12, 2013-12-31  ,0,0.01,1,6996.76,69.9676,45,0,1002.36,257,22,0,0,0,6996.76,0, 2013-12-05         , N14            ,10000,2,28.92,43.38, 2013-12-23  ,89,,,, 2014-07-06        , 2013-12-23         ,0,0,               ,30,0,1000,0,2,7497.94,-64, 2014-01-04           ,0,0,0.45,30, 2013-09-06   ,3,               ,1000,0, 
008129-,2346686,                ,8601,2013,12, 2013-12-31  ,0,0.01,1,4499.52,44.9952,58,0,500.44,91,0,0,0,0,4499.52,0, 2013-12-08         , N4             ,6000,2,21.12,31.68, 2013-12-09  ,89,,,, 2014-09-07        , 2013-12-09         ,0,0,               ,30,0,1980,0,2,4749.74,-7, 2014-01-07           ,0,0,0.58,30, 2013-09-08   ,3,               ,500,0, 
008133-,2346690,                ,8605,2013,12, 2013-12-31  ,0,0.01,1,12493.84,124.9384,270,0,840.16,223,1,0,0,0,12493.84,0, 2013-12-08         , N1             ,15000,2,35.4,53.1, 2013-12-09  ,89,,,, 2015-03-08        , 2013-12-09         ,0,0,               ,30,0,1500,0,2,12913.92,165, 2014-01-07           ,0,0,2.7,30, 2013-09-09   ,3,               ,833,0, 
008139-,2346696,                ,8611,2013,12, 2013-12-31  ,0,0.01,1,12749.36,127.4936,201,0,1000.28,292,0,0,0,0,12749.36,0, 2013-12-13         , N4             ,15000,2,28.32,42.48, 2013-12-11  ,89,,,, 2015-09-10        , 2013-12-11         ,0,0,               ,30,0,1500,0,2,13249.5,28, 2014-01-12           ,0,0,2.01,30, 2013-09-12   ,3,               ,625,0, 
008141-,2346698,                ,8613,2013,12, 2013-12-31  ,0,0.01,1,2475.68,24.7568,54,0,519.44,91,0,0,0,0,2475.68,0, 2013-12-13         , N1             ,4000,2,35.4,53.1, 2013-12-09  ,89,,,, 2014-05-13        , 2013-12-09         ,0,0,               ,30,0,400,0,2,2735.4,-11, 2014-01-12           ,0,0,0.54,30, 2013-09-13   ,3,               ,500,0, 
008151-,2346708,                ,8623,2013,12, 2013-12-31  ,0,0.01,1,12128.44,121.2844,48,0,1056.68,401,1,0,0,0,12128.44,0, 2013-12-13         , N1             ,15000,2,35.4,53.1, 2013-12-27  ,89,,,, 2015-03-12        , 2013-12-27         ,0,0,               ,30,0,1500,0,2,12656.78,-17, 2014-01-12           ,0,0,0.48,30, 2013-09-13   ,3,               ,833,0, 
008153-,2346710,                ,8625,2013,12, 2013-12-31  ,0,0.01,1,3750.52,37.5052,21,0,416.68,99,3,0,0,0,3750.52,0, 2013-12-15         , N4             ,5000,2,25.2,37.8, 2013-12-23  ,89,,,, 2014-09-14        , 2013-12-23         ,0,0,               ,30,0,1000,0,2,3958.86,-11, 2014-01-14           ,0,0,0.21,30, 2013-09-15   ,3,               ,416,0, 
008154-,2346711,                ,8626,2013,12, 2013-12-31  ,0,0.01,1,4549.32,45.4932,55,0,650.2,129,1,0,0,0,4549.32,0, 2013-12-15         , N14            ,6500,2,28.92,43.38, 2013-12-16  ,89,,,, 2014-07-15        , 2013-12-16         ,0,0,               ,30,0,650,0,2,4874.42,-8, 2014-01-14           ,0,0,0.55,30, 2013-09-15   ,3,               ,650,0, 
008156-,2346713,                ,8628,2013,12, 2013-12-31  ,0,0.01,1,6494.32,64.9432,143,0,753.6,165,0,0,0,0,6494.32,0, 2013-12-17         , N4             ,18000,2,28.32,42.48, 2013-12-03  ,89,,,, 2015-09-17        , 2013-12-03         ,0,0,               ,30,0,1800,0,2,6871.12,-5, 2014-01-16           ,0,0,1.43,30, 2013-09-17   ,3,               ,750,0, 
008162-,2346719,                ,8634,2013,12, 2013-12-31  ,0,0.01,1,17919.88,179.1988,300,0,668.56,484,0,0,0,0,17919.88,0, 2013-12-17         , N1             ,20000,2,33.48,50.22, 2013-12-13  ,89,,,, 2016-03-17        , 2013-12-13         ,0,0,               ,30,0,3000,0,2,18254.16,41, 2014-01-16           ,0,0,3,30, 2013-09-18   ,3,               ,666,0, 
008163-,2346720,                ,8635,2013,12, 2013-12-31  ,0,0.01,1,22500.36,225.0036,251,0,832.84,651,0,0,0,0,22500.36,0, 2013-12-19         , N1             ,25000,2,33.48,50.22, 2013-12-19  ,89,,,, 2016-03-17        , 2013-12-19         ,0,0,               ,30,0,3750,0,2,22916.78,12, 2014-01-18           ,0,0,2.51,30, 2013-09-19   ,3,               ,833,0, 
008168-,2346725,                ,8640,2013,12, 2013-12-31  ,0,0.01,1,13334.48,133.3448,105,0,876,397,3,0,0,0,13334.48,0, 2013-12-19         , N1             ,16000,2,31.44,47.16, 2013-12-22  ,89,,,, 2015-03-19        , 2013-12-22         ,0,0,               ,30,0,3200,0,2,13772.48,-19, 2014-01-18           ,0,0,1.05,30, 2013-09-20   ,3,               ,888,0, 
008169-,2346726,                ,8641,2013,12, 2013-12-31  ,0,0.01,1,5022.72,50.2272,51,0,583.08,87,0,0,0,0,5022.72,0, 2013-12-22         , N16            ,7000,2,15.96,23.94, 2013-12-08  ,89,51,51,0, 2014-09-21        , 2013-12-08         ,0,0,               ,30,0,7700,0,2,5314.26,-16, 2014-01-21           ,0,0,0.51,30, 2013-09-22   ,3,               ,583,0, 
008170-,2346727,                ,8642,2013,12, 2013-12-31  ,0,0.01,1,1500,15,6,0,499.68,27,0,0,0,0,1500,0, 2013-12-22         , N16            ,3000,2,15.96,23.94, 2013-12-22  ,89,6,6,0, 2014-03-23        , 2013-12-22         ,0,0,               ,30,0,3300,0,2,1749.84,-1, 2014-01-21           ,0,0,0.06,30, 2013-09-23   ,3,               ,500,0, 
008171-,2346728,                ,8643,2013,12, 2013-12-31  ,0,0.01,1,55001.96,550.0196,378,0,1665.32,1298,0,0,0,0,55001.96,0, 2013-12-22         , N1             ,60000,2,27.48,41.22, 2013-12-22  ,89,,,, 2016-09-07        , 2013-12-22         ,0,0,               ,30,0,18000,0,2,55834.62,32, 2014-01-21           ,0,0,3.78,30, 2013-09-23   ,3,               ,1666,0, 
008173-,2346730,                ,8645,2013,12, 2013-12-31  ,0,0.01,1,2291.76,22.9176,40,0,228.32,71,2,0,0,0,2291.76,0, 2013-12-01         , N4             ,2750,2,28.32,42.48, 2013-12-09  ,89,,,, 2014-10-01        , 2013-12-09         ,0,0,               ,0,1,275,0,2,2405.92,-14, 2013-12-31           ,0,0,0.4,30, 2013-09-24   ,3,               ,229,0, 
008174-,2346731,                ,8646,2013,12, 2013-12-31  ,0,0.01,1,13118.08,131.1808,165,0,1251.6,490,0,0,0,0,13118.08,0, 2013-12-01         , N4             ,15000,2,28.32,42.48, 2013-12-15  ,89,,,, 2015-10-01        , 2013-12-15         ,0,0,               ,0,1,1500,0,2,13743.88,-163, 2013-12-31           ,0,0,1.65,30, 2013-09-24   ,3,               ,625,0, 
008175-,2346732,                ,8647,2013,12, 2013-12-31  ,0,0.01,1,33937.04,339.3704,267,0,5675.28,1142,0,0,0,0,33937.04,0, 2013-12-24         , N4             ,50000,2,31.44,47.16, 2013-12-22  ,89,,,, 2014-09-23        , 2013-12-22         ,0,0,               ,30,0,0,0,2,36774.68,-114, 2014-01-23           ,0,0,2.67,30, 2013-09-25   ,3,               ,4166,0, 
008179-,2346736,                ,8651,2013,12, 2013-12-31  ,0,0.01,1,7500.36,75.0036,24,0,716.88,181,1,0,0,0,7500.36,0, 2013-12-26         , N4             ,10000,2,28.32,42.48, 2013-12-27  ,89,,,, 2014-09-25        , 2013-12-27         ,0,0,               ,30,0,1000,0,2,7858.8,18, 2014-01-25           ,0,0,0.24,30, 2013-09-26   ,3,               ,833,0, 
008181-,2346738,                ,8653,2013,12, 2013-12-31  ,0,0.01,1,13333.52,133.3352,262,0,778.96,289,5,0,0,0,13333.52,0, 2013-12-01         , N4             ,15000,2,28.32,42.48, 2013-12-06  ,89,,,, 2015-04-05        , 2013-12-06         ,0,0,               ,30,0,1500,0,2,13723,40, 2013-12-31           ,0,0,2.62,30, 2013-09-27   ,3,               ,833,0, 
008183-,2346740,                ,8655,2013,12, 2013-12-31  ,0,0.01,1,9625.44,96.2544,184,0,436.92,236,2,0,0,0,9625.44,0, 2013-12-01         , N1             ,10500,2,26.4,39.6, 2013-12-05  ,89,,,, 2015-10-04        , 2013-12-05         ,0,0,               ,30,0,3465,0,2,9843.9,-15, 2013-12-31           ,0,0,1.84,30, 2013-09-29   ,3,               ,437,0, 
008184-,2346741,                ,8656,2013,12, 2013-12-31  ,0,0.01,1,6222.08,62.2208,147,0,389.04,156,0,0,0,0,6222.08,0, 2013-12-01         , N4             ,7000,2,28.32,42.48, 2013-12-01  ,89,,,, 2015-04-05        , 2013-12-01         ,0,0,               ,30,0,700,0,2,6416.6,-4, 2013-12-31           ,0,0,1.47,30, 2013-09-29   ,3,               ,388,0, 
008193-,2346750,                ,8665,2013,12, 2013-12-31  ,0,0.01,1,999.52,9.9952,32,0,0,0,0,0,0,0,999.52,0, 2013-12-01         , N16            ,5000,2,15.96,23.94, 2013-10-20  ,89,32,32,0, 2014-08-03        , 2013-10-20         ,0,0,               ,30,0,5500,0,2,999.52,14, 2013-12-31           ,12,0,0.32,30, 2013-09-29   ,3,               ,500,0, 
008197-,2346754,                ,8669,2013,12, 2013-12-31  ,0,0.01,1,22934.32,229.3432,491,0,3283.36,829,0,0,0,0,22934.32,0, 2013-12-01         , N1             ,30000,2,33.48,50.22, 2013-12-08  ,89,,,, 2016-09-13        , 2013-12-08         ,0,0,               ,30,0,4500,0,2,24576,-143, 2013-12-31           ,0,0,4.91,30, 2013-09-29   ,3,               ,833,0, 
008209-,2346765,                ,8681,2013,12, 2013-12-31  ,0,0.01,1,156679.68,1566.7968,978,0,3378.8,5634,36,0,0,0,156679.68,0, 2013-12-01         , N9             ,163500,2,24.96,37.44, 2013-12-22  ,89,,,, 2017-09-28        , 2013-12-22         ,0,0,               ,30,0,16350,0,2,158369.08,-2240, 2013-12-31           ,0,0,9.78,30, 2013-09-30   ,3,               ,3406,0, 
008210-,2346766,                ,8682,2013,12, 2013-12-31  ,0,0.01,1,143747.32,1437.4732,3877,0,3125.92,4234,4,0,0,0,143747.32,0, 2013-12-01         , N1             ,150000,2,33.48,50.22, 2013-12-02  ,89,,,, 2017-09-28        , 2013-12-02         ,0,0,               ,30,0,22500,0,2,145310.28,-84, 2013-12-31           ,0,0,38.77,30, 2013-09-30   ,3,               ,3125,0, 
008211-,2346767,                ,8683,2013,12, 2013-12-31  ,0,0.01,1,8333.88,83.3388,177,0,831.32,222,1,0,0,0,8333.88,0, 2013-12-01         , N1             ,10000,2,26.4,39.6, 2013-12-02  ,89,,,, 2014-10-02        , 2013-12-02         ,0,0,               ,30,0,3300,0,2,8749.54,-31, 2013-12-31           ,0,0,1.77,30, 2013-09-30   ,3,               ,833,0, 
008212-,2346768,                ,8684,2013,12, 2013-12-31  ,0,0.01,1,13317.96,133.1796,93,0,1682.04,1100,81,0,0,0,13317.96,0, 2013-12-01         , N1             ,15000,2,31.44,47.16, 2013-12-23  ,89,,,, 2015-04-05        , 2013-12-23         ,0,0,               ,30,0,3000,0,2,14158.98,-706, 2013-12-31           ,0,0,0.93,30, 2013-09-30   ,3,               ,833,0, 
008216-,2346773,                ,8689,2013,12, 2013-12-31  ,0,0.01,1,6249.28,62.4928,81,0,625.24,133,3,0,0,0,6249.28,0, 2013-12-03         , N4             ,7500,2,21.12,31.68, 2013-12-09  ,89,,,, 2014-10-02        , 2013-12-09         ,0,0,               ,30,0,2475,0,2,6561.9,-16, 2014-01-02           ,0,0,0.81,30, 2013-10-04   ,3,               ,625,0, 
008219-,2346776,                ,8692,2013,12, 2013-12-31  ,0,0.01,1,5125.68,51.2568,68,0,0.44,116,0,0,0,0,5125.68,0, 2013-12-03         , N16            ,7000,2,15.96,23.94, 2013-12-01  ,89,68,68,0, 2014-10-02        , 2013-12-01         ,0,0,               ,30,0,7700,0,2,5125.9,-46, 2014-01-02           ,0,0,0.68,30, 2013-10-04   ,3,               ,583,0, 
008221-,2346778,                ,8694,2013,12, 2013-12-31  ,0,0.01,1,8667.72,86.6772,191,0,666.08,162,0,0,0,0,8667.72,0, 2013-12-03         , N4             ,10000,2,28.32,42.48, 2013-12-03  ,89,,,, 2015-01-02        , 2013-12-03         ,0,0,               ,30,0,1000,0,2,9000.76,51, 2014-01-02           ,0,0,1.91,30, 2013-10-04   ,3,               ,666,0, 
008222-,2346779,                ,8695,2013,12, 2013-12-31  ,0,0.01,1,6666.48,66.6648,161,0,667.2,205,0,0,0,0,6666.48,0, 2013-12-05         , N1             ,8000,2,33.48,50.22, 2013-12-05  ,89,,,, 2014-10-05        , 2013-12-05         ,0,0,               ,30,0,1200,0,2,7000.08,-10, 2014-01-04           ,0,0,1.61,30, 2013-10-06   ,3,               ,666,0, 
008223-,2346780,                ,8696,2013,12, 2013-12-31  ,0,0.01,1,3992.64,39.9264,87,0,507.32,122,1,0,0,0,3992.64,0, 2013-12-05         , N1             ,5000,2,31.44,47.16, 2013-12-06  ,89,,,, 2014-08-05        , 2013-12-06         ,0,0,               ,30,0,1000,0,2,4246.3,-11, 2014-01-04           ,0,0,0.87,30, 2013-10-06   ,3,               ,500,0, 
008224-,2346781,                ,8697,2013,12, 2013-12-31  ,0,0.01,1,5132.92,51.3292,15,0,350.6,40,0,0,0,0,5132.92,0, 2013-12-29         , N7             ,6000,2,9.48,14.22, 2013-12-20  ,89,,,, 2015-08-11        , 2013-12-20         ,0,0,               ,14,0,0,0,2,5308.22,3, 2014-01-12           ,0,0,0.15,14, 2013-10-06   ,3,               ,125,0, 
008225-,2346782,                ,8698,2013,12, 2013-12-31  ,0,0.01,1,13333.4,133.334,196,0,833.44,241,0,0,0,0,13333.4,0, 2013-12-06         , N4             ,15000,2,21.12,31.68, 2013-12-06  ,89,,,, 2015-04-05        , 2013-12-06         ,0,0,               ,30,0,4950,0,2,13750.12,5, 2014-01-05           ,0,0,1.96,30, 2013-10-07   ,3,               ,833,0, 
008229-,2346786,                ,8702,2013,12, 2013-12-31  ,0,0.01,1,8264.2,82.642,81,0,519.64,121,0,0,0,0,8264.2,0, 2013-12-08         , N16            ,9300,2,15.96,23.94, 2013-12-09  ,89,81,81,0, 2015-04-07        , 2013-12-09         ,0,0,               ,30,0,10230,0,2,8524.02,-5, 2014-01-07           ,0,0,0.81,30, 2013-10-09   ,3,               ,516,0, 
008230-,2346787,                ,8703,2013,12, 2013-12-31  ,0,0.01,1,13300.12,133.0012,327,0,866.36,404,0,0,0,0,13300.12,0, 2013-12-08         , N1             ,15000,2,35.4,53.1, 2013-12-06  ,89,,,, 2015-04-07        , 2013-12-06         ,0,0,               ,30,0,1500,0,2,13733.3,7, 2014-01-07           ,0,0,3.27,30, 2013-10-09   ,3,               ,833,0, 
008232-,2346789,                ,8705,2013,12, 2013-12-31  ,0,0.01,1,3365.4,33.654,13,0,813.12,118,0,0,0,0,3365.4,0, 2013-12-10         , N1             ,5000,2,33.48,50.22, 2013-12-27  ,89,,,, 2014-10-09        , 2013-12-27         ,0,0,               ,30,0,750,0,2,3771.96,-6, 2014-01-09           ,0,0,0.13,30, 2013-10-10   ,3,               ,416,0, 
008237-,2346794,                ,8710,2013,12, 2013-12-31  ,0,0.01,1,1247.96,12.4796,19,0,251.52,28,0,0,0,0,1247.96,0, 2013-12-10         , N4             ,2000,2,21.12,31.68, 2013-12-05  ,89,,,, 2014-06-10        , 2013-12-05         ,0,0,               ,30,0,660,0,2,1373.72,-5, 2014-01-09           ,0,0,0.19,30, 2013-10-10   ,3,               ,250,0, 
008239-,2346796,                ,8712,2013,12, 2013-12-31  ,0,0.01,1,6666.84,66.6684,124,0,666.84,150,1,0,0,0,6666.84,0, 2013-12-10         , N1             ,8000,2,33.48,50.22, 2013-12-11  ,89,,,, 2014-10-09        , 2013-12-11         ,0,0,               ,30,0,1200,0,2,7000.26,49, 2014-01-09           ,0,0,1.24,30, 2013-10-11   ,3,               ,666,0, 
008243-,2346800,                ,8716,2013,12, 2013-12-31  ,0,0.01,1,13332.48,133.3248,210,0,834.24,433,3,0,0,0,13332.48,0, 2013-12-10         , N1             ,15000,2,31.44,47.16, 2013-12-13  ,89,,,, 2015-04-09        , 2013-12-13         ,0,0,               ,30,0,3000,0,2,13749.6,-62, 2014-01-09           ,0,0,2.1,30, 2013-10-11   ,3,               ,833,0, 
008245-,2346802,                ,8718,2013,12, 2013-12-31  ,0,0.01,1,11877.72,118.7772,95,0,17276.56,684,0,0,0,0,11877.72,0, 2013-12-10         , N16            ,30000,2,15.96,23.94, 2013-12-13  ,89,95,95,0, 2016-09-25        , 2013-12-13         ,0,0,               ,30,0,33000,0,2,20516,-422, 2014-01-09           ,0,0,0.95,30, 2013-10-11   ,3,               ,833,0, 
008246-,2346803,                ,8719,2013,12, 2013-12-31  ,0,0.01,1,3039.88,30.3988,9,0,458,25,0,0,0,0,3039.88,0, 2013-12-20         , N7             ,4000,2,9.48,14.22, 2013-12-20  ,89,,,, 2014-09-12        , 2013-12-20         ,0,0,               ,14,0,0,0,2,3268.88,2, 2014-01-03           ,0,0,0.09,14, 2013-10-11   ,3,               ,166,0, 
008247-,2346804,                ,8720,2013,12, 2013-12-31  ,0,0.01,1,37772.2,377.722,558,0,1113.92,988,0,0,0,0,37772.2,0, 2013-12-13         , N1             ,40000,2,29.52,44.28, 2013-12-13  ,89,,,, 2016-09-27        , 2013-12-13         ,0,0,               ,30,0,10000,0,2,38329.16,-16, 2014-01-12           ,0,0,5.58,30, 2013-10-13   ,3,               ,1111,0, 
008249-,2346806,                ,8722,2013,12, 2013-12-31  ,0,0.01,1,7998.28,79.9828,79,0,1000.72,251,7,0,0,0,7998.28,0, 2013-12-13         , N1             ,10000,2,29.52,44.28, 2013-12-19  ,89,,,, 2014-08-12        , 2013-12-19         ,0,0,               ,30,0,2500,0,2,8498.64,-32, 2014-01-12           ,0,0,0.79,30, 2013-10-13   ,3,               ,1000,0, 
008251-,2346808,                ,8724,2013,12, 2013-12-31  ,0,0.01,1,13731.08,137.3108,173,0,542.96,393,1,0,0,0,13731.08,0, 2013-12-13         , N4             ,15000,2,28.32,42.48, 2013-12-15  ,89,,,, 2015-10-11        , 2013-12-15         ,0,0,               ,30,0,1500,0,2,14002.56,-52, 2014-01-12           ,0,0,1.73,30, 2013-10-14   ,3,               ,625,0, 
008252-,2346809,                ,8725,2013,12, 2013-12-31  ,0,0.01,1,26909.36,269.0936,375,0,712.84,848,3,0,0,0,26909.36,0, 2013-12-13         , N1             ,28500,2,33.48,50.22, 2013-12-16  ,89,,,, 2016-09-28        , 2013-12-16         ,0,0,               ,30,0,4275,0,2,27265.78,-62, 2014-01-12           ,0,0,3.75,30, 2013-10-14   ,3,               ,791,0, 
008254-,2346811,                ,8727,2013,12, 2013-12-31  ,0,0.01,1,2666.84,26.6684,19,0,666.64,46,0,0,0,0,2666.84,0, 2013-12-15         , N16            ,4000,2,15.96,23.94, 2013-12-15  ,89,19,19,0, 2014-04-15        , 2013-12-15         ,0,0,               ,30,0,4400,0,2,3000.16,-5, 2014-01-14           ,0,0,0.19,30, 2013-10-15   ,3,               ,666,0, 
