?column?, precorteid , tablareservaid , prestamoid , ejercicio , periodo , fechacierre , diasvencidos , porcentajeaplicado , factoraplicado , saldoprestamo , reservacalculada , interesdevengadomenoravencido , interesdevengadomayoravencido , pagocapitalenperiodo , pagointeresenperiodo , pagomoratorioenperiodo , bonificacionintenperiodo , bonificacionmorenperiodo , noamorvencidas , saldovencidomenoravencido , saldovencidomayoravencido , fechaultamorpagada , tipoprestamoid , montoprestamo , clavefinalidad , tasanormal , tasa_moratoria , ultimoabono , diastraspasoavencida ,,,, fecha_vencimiento , ultimoabonointeres , interesdevmormenor , interesdevmormayor , saldopromedio , dias_de_cobro , meses_de_cobro , depositogarantia , pagosvencidos , finalidaddefault ,  saldopromediodelmes   , interesdevengadomes , primerincumplimiento , diasinteres , diascapital , reservaidnc , frecuencia , fecha_otorga , estatusvive , zonamarginada , importeultimaamort , importevencidoamort , tipocartera 
005117-,2343685,                ,5563,2013,12, 2013-12-31  ,0,0.01,1,13536.36,135.3636,296,0,284.24,186,0,0,0,0,13536.36,0, 2013-12-11         , N1             ,100000,2,30.24,36.29, 2013-12-05  ,89,,,, 2014-08-03        , 2013-12-05         ,0,0,               ,30,0,0,0,2,13678.48,168, 2014-01-10           ,0,0,2.96,30, 2011-08-19   ,3,               ,2777,0, 
005306-,2343873,                ,5755,2013,12, 2013-12-31  ,0,0.01,1,64495.29,644.9529,2419,0,0,0,0,0,0,0,64495.29,0, 2013-12-27         , N4             ,200000,2,27,32.4, 2013-11-11  ,89,,,, 2014-10-19        , 2013-11-11         ,0,0,               ,30,0,20000,0,2,64495.29,1500, 2014-01-26           ,16,0,24.19,30, 2011-11-04   ,3,               ,6480.23,0, 
005322-,2343886,                ,5771,2013,12, 2013-12-31  ,0,0.01,1,29461.58,294.6158,23,0,2236.12,947.55,42,0,0,0,29461.58,0, 2013-12-10         , N1             ,70000,2,28.32,33.98, 2013-12-30  ,89,,,, 2014-10-28        , 2013-12-30         ,0,0,               ,30,0,17500,0,2,30579.64,-176, 2014-01-09           ,0,0,0.23,30, 2011-11-13   ,3,               ,2214.22,0, 
005359-,2343923,                ,5809,2013,12, 2013-12-31  ,0,0.01,1,5149.22,51.4922,5,0,954.67,81.18,1,0,0,0,5149.22,0, 2013-12-27         , N16            ,25000,2,15.96,19.2, 2013-12-29  ,89,5,5,0, 2014-05-26        , 2013-12-29         ,0,0,               ,30,0,27500,0,2,5626.555,2, 2014-01-26           ,0,0,0.05,30, 2011-11-29   ,3,               ,953.13,0, 
005431-,2343995,                ,5881,2013,12, 2013-12-31  ,0,0.01,1,1189.32,11.8932,2,0,840.84,51,0,0,0,0,1189.32,0, 2013-12-15         , N4             ,25000,2,24,28.8, 2013-12-29  ,89,,,, 2014-06-13        , 2013-12-29         ,0,0,               ,30,0,5000,0,2,1609.74,-10, 2014-01-14           ,0,0,0.02,30, 2011-12-22   ,3,               ,833,0, 
005502-,2344066,                ,5952,2013,12, 2013-12-31  ,0,0.01,1,61434.12,614.3412,919,0,2825.12,743,0,0,0,0,61434.12,0, 2013-12-16         , N9             ,118600,2,24.48,29.38, 2013-12-09  ,89,,,, 2016-01-17        , 2013-12-09         ,0,0,               ,0,1,11860,0,2,62846.68,569, 2014-01-15           ,0,0,9.19,30, 2012-01-13   ,3,               ,2470,0, 
005510-,2344074,                ,5960,2013,12, 2013-12-31  ,0,0.01,1,15487.05,154.8705,233,0,0,0,0,0,0,0,15487.05,0, 2013-12-08         , N16            ,88000,2,15.96,19.2, 2013-11-27  ,89,233,233,0, 2014-12-30        , 2013-11-27         ,0,0,               ,30,0,96800,0,2,15487.05,212, 2014-01-07           ,0,0,2.33,30, 2012-01-15   ,3,               ,2444,0, 
005542-,2344106,                ,5993,2013,12, 2013-12-31  ,0,0.01,1,14442.52,144.4252,95,0,1115.2,280,0,0,0,0,14442.52,0, 2013-12-20         , N4             ,40000,2,21.6,25.91, 2013-12-20  ,89,,,, 2015-01-13        , 2013-12-20         ,0,0,               ,0,1,12000,0,2,15000.12,2, 2014-01-19           ,0,0,0.95,30, 2012-01-29   ,3,               ,1111,0, 
005595-,2344159,                ,6046,2013,12, 2013-12-31  ,0,0.01,1,76255.14,762.5514,4615,21467,0,0,0,0,0,0,76255.14,0, 2013-12-15         , N9             ,154300,2,24.48,29.38, 2012-08-15  ,89,,,, 2016-02-11        , 2012-08-15         ,0,0,               ,30,0,15430,0,2,76255.14,0, 2014-01-14           ,457,0,46.15,30, 2012-02-17   ,3,               ,2774.05,0, 
005638-,2344202,                ,6089,2013,12, 2013-12-31  ,0,0.01,1,25011.48,250.1148,462,0,1668.16,664,10,0,0,0,25011.48,0, 2013-12-02         , N1             ,60000,2,28.91,34.7, 2013-12-08  ,89,,,, 2015-02-15        , 2013-12-08         ,0,0,               ,0,1,15000,0,2,25845.56,-31, 2014-01-01           ,0,0,4.62,30, 2012-03-02   ,3,               ,1666,0, 
005915-,2344477,                ,6366,2013,12, 2013-12-31  ,0,0.01,1,37474.24,374.7424,27,0,2725.68,1702,0,0,0,0,37474.24,0, 2013-12-29         , N1             ,90000,2,25.83,30.99, 2013-12-30  ,89,,,, 2015-04-15        , 2013-12-30         ,0,0,               ,30,0,29700,0,2,38837.08,-809, 2014-01-28           ,0,0,0.27,30, 2012-04-30   ,3,               ,2500,0, 
005984-,2344546,                ,6435,2013,12, 2013-12-31  ,0,0.01,1,6157.04,61.5704,113,0,8848.04,131,0,0,0,0,6157.04,0, 2013-12-15         , N1             ,30000,2,31.44,47.16, 2013-12-10  ,89,,,, 2015-05-03        , 2013-12-10         ,0,0,               ,30,0,6000,0,2,10581.06,113, 2014-01-14           ,0,0,1.13,30, 2012-05-18   ,3,               ,833,0, 
005995-,2344557,                ,6446,2013,12, 2013-12-31  ,0,0.01,1,9765.92,97.6592,260,0,0,0,0,0,0,0,9765.92,0, 2013-12-17         , N16            ,50000,2,15.96,23.94, 2013-11-01  ,89,260,260,0, 2014-05-20        , 2013-11-01         ,0,0,               ,30,0,55000,0,2,9765.92,134, 2014-01-16           ,16,0,2.6,30, 2012-05-21   ,3,               ,2083,0, 
006026-,2344588,                ,6477,2013,12, 2013-12-31  ,0,0.01,1,5733.32,57.3332,19,0,1134.36,175,4,0,0,0,5733.32,0, 2013-12-24         , N1             ,27500,2,29.52,44.28, 2013-12-27  ,89,,,, 2014-05-25        , 2013-12-27         ,0,0,               ,30,0,6875,0,2,6300.5,-4, 2014-01-23           ,0,0,0.19,30, 2012-05-27   ,3,               ,1145,0, 
006066-,2344627,                ,6518,2013,12, 2013-12-31  ,0,0.01,1,40109.08,401.0908,70,0,2358.92,1113,0,0,0,0,40109.08,0, 2013-12-29         , N1             ,85000,2,31.44,47.16, 2013-12-29  ,89,,,, 2015-05-15        , 2013-12-29         ,0,0,               ,30,0,17000,0,2,41288.54,33, 2014-01-28           ,0,0,0.7,30, 2012-05-31   ,3,               ,2361,0, 
006080-,2344641,                ,6532,2013,12, 2013-12-31  ,0,0.01,1,16674.72,166.7472,118,0,4166.48,1197,0,0,0,0,16674.72,0, 2013-12-05         , N4             ,100000,2,28.32,42.48, 2013-12-22  ,89,,,, 2014-06-05        , 2013-12-22         ,0,0,               ,30,0,0,0,2,18757.96,-718, 2014-01-04           ,0,0,1.18,30, 2012-06-07   ,3,               ,4166,0, 
006153-,2344714,                ,6607,2013,12, 2013-12-31  ,0,0.01,1,27443.08,274.4308,24,0,889.88,841,16,0,0,0,27443.08,0, 2013-12-15         , N1             ,55000,2,31.44,47.16, 2013-12-30  ,89,,,, 2015-06-02        , 2013-12-30         ,0,0,               ,30,0,11000,0,2,27888.02,-75, 2014-01-14           ,0,0,0.24,30, 2012-06-17   ,3,               ,1527,0, 
006207-,2344768,                ,6661,2013,12, 2013-12-31  ,0,0.01,1,79178,791.78,1648,0,4166,1797,5,0,0,0,79178,0, 2013-12-02         , N4             ,150000,2,26.76,40.14, 2013-12-03  ,89,,,, 2015-06-14        , 2013-12-03         ,0,0,               ,0,1,22500,0,2,81261,37, 2014-01-01           ,0,0,16.48,30, 2012-06-29   ,3,               ,4166,0, 
006292-,2344853,                ,6752,2013,12, 2013-12-31  ,0,0.01,1,20162.8,201.628,629,0,0,0,0,0,0,0,20162.8,0, 2013-12-17         , N4             ,60000,2,26.76,40.14, 2013-11-19  ,89,,,, 2015-07-05        , 2013-11-19         ,0,0,               ,30,0,9000,0,2,20162.8,464, 2014-01-16           ,0,0,6.29,30, 2012-07-20   ,3,               ,1666,0, 
006296-,2344857,                ,6756,2013,12, 2013-12-31  ,0,0.01,1,8717.8,87.178,29,0,1281.92,177,11,0,0,0,8717.8,0, 2013-12-17         , N4             ,30000,2,23.64,35.46, 2013-12-26  ,89,,,, 2014-07-20        , 2013-12-26         ,0,0,               ,30,0,7500,0,2,9358.76,22, 2014-01-16           ,0,0,0.29,30, 2012-07-20   ,3,               ,1250,0, 
006316-,2344877,                ,6776,2013,12, 2013-12-31  ,0,0.01,1,221673.24,2216.7324,2017,0,11670.08,4737,0,0,0,0,221673.24,0, 2013-12-19         , N4             ,420000,2,25.2,37.8, 2013-12-18  ,89,,,, 2015-07-08        , 2013-12-18         ,0,0,               ,30,0,84000,0,2,227508.28,220, 2014-01-18           ,0,0,20.17,30, 2012-07-23   ,3,               ,11666,0, 
006358-,2344919,                ,6820,2013,12, 2013-12-31  ,0,0.01,1,1499.64,14.9964,1,0,499.68,27,0,0,0,0,1499.64,0, 2013-12-29         , N16            ,10000,2,15.96,23.94, 2013-12-29  ,89,1,1,0, 2014-03-30        , 2013-12-29         ,0,0,               ,30,0,11000,0,2,1749.48,-1, 2014-01-28           ,0,0,0.01,30, 2012-07-29   ,3,               ,500,0, 
006366-,2344927,                ,6828,2013,12, 2013-12-31  ,0,0.01,1,143343.44,1433.4344,2353,0,17862.92,3387,26,0,0,0,143343.44,0, 2013-12-04         , N4             ,430000,2,23.64,26.38, 2013-12-06  ,89,,,, 2014-08-04        , 2013-12-06         ,0,0,               ,0,1,43000,0,2,152274.9,-399, 2014-01-03           ,0,0,23.53,30, 2012-07-31   ,3,               ,17916,0, 
006378-,2344939,                ,6840,2013,12, 2013-12-31  ,0,0.01,1,27790.8,277.908,214,0,1387.52,1003,0,0,0,0,27790.8,0, 2013-12-01         , N4             ,50000,2,25.2,37.8, 2013-12-20  ,89,,,, 2015-07-19        , 2013-12-20         ,0,0,               ,30,0,10000,0,2,28484.56,-399, 2013-12-31           ,0,0,2.14,30, 2012-08-03   ,3,               ,1388,0, 
006412-,2344973,                ,6874,2013,12, 2013-12-31  ,0,0.01,1,1668.88,16.6888,36,0,836,25,0,0,0,0,1668.88,0, 2013-12-10         , N1             ,15000,2,35.4,53.1, 2013-12-09  ,89,,,, 2014-02-09        , 2013-12-09         ,0,0,               ,30,0,1500,0,2,2086.88,34, 2014-01-09           ,0,0,0.36,30, 2012-08-12   ,3,               ,833,0, 
006506-,2345067,                ,6970,2013,12, 2013-12-31  ,0,0.01,1,17504.2,175.042,13,0,833.08,511,26,0,0,0,17504.2,0, 2013-12-02         , N1             ,30000,2,26.4,39.6, 2013-12-30  ,89,,,, 2015-08-16        , 2013-12-30         ,0,0,               ,0,1,9900,0,2,17920.74,-95, 2014-01-01           ,0,0,0.13,30, 2012-08-31   ,3,               ,833,0, 
006509-,2345070,                ,6973,2013,12, 2013-12-31  ,0,0.01,1,20410.04,204.1004,371,0,979.44,464,2,0,0,0,20410.04,0, 2013-12-03         , N4             ,35000,2,25.2,37.8, 2013-12-05  ,89,,,, 2015-08-19        , 2013-12-05         ,0,0,               ,30,0,7000,0,2,20899.76,-18, 2014-01-02           ,0,0,3.71,30, 2012-09-03   ,3,               ,972,0, 
006512-,2345073,                ,6976,2013,12, 2013-12-31  ,0,0.01,1,18338.88,183.3888,64,0,4586.52,817,36,0,0,0,18338.88,0, 2013-12-03         , N1             ,55000,2,31.44,47.16, 2013-12-27  ,89,,,, 2014-09-02        , 2013-12-27         ,0,0,               ,30,0,11000,0,2,20632.14,-236, 2014-01-02           ,0,0,0.64,30, 2012-09-04   ,3,               ,2291,0, 
006519-,2345080,                ,6983,2013,12, 2013-12-31  ,0,0.01,1,75633.6,756.336,1363,0,2292.28,1567,0,0,0,0,75633.6,0, 2013-12-05         , N9             ,110000,2,24.96,37.44, 2013-12-05  ,89,,,, 2016-09-01        , 2013-12-05         ,0,0,               ,30,0,11000,0,2,76779.74,66, 2014-01-04           ,0,0,13.63,30, 2012-09-06   ,3,               ,2291,0, 
006589-,2345150,                ,7055,2013,12, 2013-12-31  ,0,0.01,1,3746.92,37.4692,11,0,982.72,33,0,0,0,0,3746.92,0, 2013-12-22         , N7             ,15000,2,9.48,14.22, 2013-12-20  ,89,,,, 2014-08-03        , 2013-12-20         ,0,0,               ,14,0,0,0,2,4238.28,1, 2014-01-05           ,0,0,0.11,14, 2012-09-26   ,3,               ,312,0, 
006593-,2345154,                ,7059,2013,12, 2013-12-31  ,0,0.01,1,5622.2,56.222,39,0,626.84,126,0,0,0,0,5622.2,0, 2013-12-29         , N4             ,15000,2,31.44,47.16, 2013-12-23  ,89,,,, 2014-09-28        , 2013-12-23         ,0,0,               ,30,0,0,0,2,5935.62,39, 2014-01-28           ,0,0,0.39,30, 2012-09-27   ,3,               ,625,0, 
006594-,2345155,                ,7060,2013,12, 2013-12-31  ,0,0.01,1,3338,33.38,53,0,832.6,123,17,0,0,0,3338,0, 2013-12-01         , N1             ,15000,2,35.4,53.1, 2013-12-15  ,89,,,, 2014-04-01        , 2013-12-15         ,0,0,               ,0,1,1500,0,2,3754.3,-9, 2013-12-31           ,0,0,0.53,30, 2012-09-27   ,3,               ,833,0, 
006595-,2345156,                ,7061,2013,12, 2013-12-31  ,0,0.01,1,5624.8,56.248,4,0,622.8,144,1,0,0,0,5624.8,0, 2013-12-29         , N4             ,15000,2,26.76,40.14, 2013-12-30  ,89,,,, 2014-09-28        , 2013-12-30         ,0,0,               ,30,0,2250,0,2,5936.2,-1, 2014-01-28           ,0,0,0.04,30, 2012-09-28   ,3,               ,625,0, 
006596-,2345157,                ,7062,2013,12, 2013-12-31  ,0,0.01,1,6640.28,66.4028,218,0,654.2,255,0,0,0,0,6640.28,0, 2013-12-01         , N22            ,22572,2,39.36,59.04, 2013-12-01  ,89,,,, 2015-09-13        , 2013-12-01         ,0,0,               ,0,1,0,0,2,6967.38,-29, 2013-12-31           ,0,0,2.18,30, 2012-09-28   ,3,               ,627,0, 
006597-,2345158,                ,7063,2013,12, 2013-12-31  ,0,0.01,1,195837.12,1958.3712,2620,0,19582.96,2882,262,0,0,0,195837.12,0, 2013-12-01         , N4             ,470000,2,26.76,40.14, 2013-12-13  ,89,,,, 2014-10-01        , 2013-12-13         ,0,0,               ,0,1,70500,0,2,205628.6,1819, 2013-12-31           ,0,0,26.2,30, 2012-09-28   ,3,               ,19583,0, 
006623-,2345184,                ,7089,2013,12, 2013-12-31  ,0,0.01,1,6233.32,62.3332,7,0,1744.92,263,0,0,0,0,6233.32,0, 2013-12-01         , N4             ,20000,2,21.12,31.68, 2013-12-29  ,89,,,, 2014-10-01        , 2013-12-29         ,0,0,               ,0,1,6600,0,2,7105.78,-133, 2013-12-31           ,0,0,0.07,30, 2012-09-30   ,3,               ,833,0, 
006632-,2345193,                ,7098,2013,12, 2013-12-31  ,0,0.01,1,6248.28,62.4828,118,0,535.28,189,3,0,0,0,6248.28,0, 2013-12-03         , N1             ,15000,2,29.52,44.28, 2013-12-08  ,89,,,, 2014-10-02        , 2013-12-08         ,0,0,               ,30,0,3750,0,2,6515.92,-27, 2014-01-02           ,0,0,1.18,30, 2012-10-04   ,3,               ,625,0, 
006640-,2345201,                ,7106,2013,12, 2013-12-31  ,0,0.01,1,274999.28,2749.9928,5315,0,12500.56,5984,0,0,0,0,274999.28,0, 2013-12-05         , N4             ,450000,2,26.76,40.14, 2013-12-05  ,89,,,, 2015-09-23        , 2013-12-05         ,0,0,               ,30,0,67500,0,2,281249.56,400, 2014-01-04           ,0,0,53.15,30, 2012-10-08   ,3,               ,12500,0, 
006641-,2345202,                ,7107,2013,12, 2013-12-31  ,0,0.01,1,30567.08,305.6708,591,0,1384.6,665,0,0,0,0,30567.08,0, 2013-12-05         , N4             ,50000,2,26.76,40.14, 2013-12-05  ,89,,,, 2015-09-23        , 2013-12-05         ,0,0,               ,30,0,7500,0,2,31259.38,45, 2014-01-04           ,0,0,5.91,30, 2012-10-08   ,3,               ,1388,0, 
006642-,2345203,                ,7108,2013,12, 2013-12-31  ,0,0.01,1,45830.45,458.3045,34,0,2086.64,1089,57,0,0,0,45830.45,0, 2013-12-05         , N1             ,75000,2,26.4,39.6, 2013-12-30  ,89,,,, 2015-09-23        , 2013-12-30         ,0,0,               ,30,0,24750,0,2,46873.77,-1, 2014-01-04           ,0,0,0.34,30, 2012-10-08   ,3,               ,2083,0, 
006653-,2345214,                ,7119,2013,12, 2013-12-31  ,0,0.01,1,49990.44,499.9044,743,0,0.68,1152,0,0,0,0,49990.44,0, 2013-12-10         , N4             ,100000,2,26.76,40.14, 2013-12-11  ,89,,,, 2015-09-27        , 2013-12-11         ,0,0,               ,30,0,15000,0,2,49990.78,0, 2014-01-09           ,0,0,7.43,30, 2012-10-12   ,3,               ,2777,0, 
006654-,2345215,                ,7120,2013,12, 2013-12-31  ,0,0.01,1,6208,62.08,146,0,660.16,174,0,0,0,0,6208,0, 2013-12-10         , N1             ,15000,2,31.44,47.16, 2013-12-04  ,89,,,, 2014-10-09        , 2013-12-04         ,0,0,               ,30,0,3000,0,2,6538.08,-4, 2014-01-09           ,0,0,1.46,30, 2012-10-12   ,3,               ,625,0, 
006679-,2345240,                ,7145,2013,12, 2013-12-31  ,0,0.01,1,8337.48,83.3748,68,0,833.32,145,3,0,0,0,8337.48,0, 2013-12-13         , N4             ,20000,2,21.12,31.68, 2013-12-17  ,89,,,, 2014-10-12        , 2013-12-17         ,0,0,               ,30,0,6600,0,2,8754.14,14, 2014-01-12           ,0,0,0.68,30, 2012-10-15   ,3,               ,833,0, 
006721-,2345282,                ,7188,2013,12, 2013-12-31  ,0,0.01,1,8337.04,83.3704,66,0,823.04,256,0,0,0,0,8337.04,0, 2013-12-22         , N1             ,20000,2,31.44,47.16, 2013-12-22  ,89,,,, 2014-10-21        , 2013-12-22         ,0,0,               ,30,0,4000,0,2,8748.56,-13, 2014-01-21           ,0,0,0.66,30, 2012-10-24   ,3,               ,833,0, 
006722-,2345283,                ,7189,2013,12, 2013-12-31  ,0,0.01,1,8337.08,83.3708,59,0,833.8,195,0,0,0,0,8337.08,0, 2013-12-22         , N4             ,20000,2,28.32,42.48, 2013-12-22  ,89,,,, 2014-10-21        , 2013-12-22         ,0,0,               ,30,0,2000,0,2,8753.98,23, 2014-01-21           ,0,0,0.59,30, 2012-10-24   ,3,               ,833,0, 
006726-,2345287,                ,7193,2013,12, 2013-12-31  ,0,0.01,1,265567.24,2655.6724,4787,0,3767.84,5976,0,0,0,0,265567.24,0, 2013-12-03         , N9             ,418900,2,24.96,37.44, 2013-12-05  ,89,,,, 2016-11-03        , 2013-12-05         ,0,0,               ,0,1,41890,0,2,267451.16,-255, 2014-01-02           ,0,0,47.87,30, 2012-10-25   ,3,               ,8727,0, 
006767-,2345328,                ,7234,2013,12, 2013-12-31  ,0,0.01,1,4097.48,40.9748,66,0,865.44,113,3,0,0,0,4097.48,0, 2013-12-05         , N1             ,15000,2,26.4,39.6, 2013-12-09  ,89,,,, 2014-05-06        , 2013-12-09         ,0,0,               ,30,0,4950,0,2,4530.2,-14, 2014-01-04           ,0,0,0.66,30, 2012-11-06   ,3,               ,833,0, 
006811-,2345372,                ,7278,2013,12, 2013-12-31  ,0,0.01,1,4170.68,41.7068,40,0,832.72,153,5,0,0,0,4170.68,0, 2013-12-15         , N1             ,15000,2,31.44,47.16, 2013-12-20  ,89,,,, 2014-05-15        , 2013-12-20         ,0,0,               ,30,0,3000,0,2,4587.04,-26, 2014-01-14           ,0,0,0.4,30, 2012-11-15   ,3,               ,833,0, 
006814-,2345375,                ,7281,2013,12, 2013-12-31  ,0,0.01,1,2227.88,22.2788,24,0,443.92,61,2,0,0,0,2227.88,0, 2013-12-15         , N1             ,8000,2,29.52,44.28, 2013-12-18  ,89,,,, 2014-05-15        , 2013-12-18         ,0,0,               ,30,0,2000,0,2,2449.84,2, 2014-01-14           ,0,0,0.24,30, 2012-11-15   ,3,               ,444,0, 
006856-,2345417,                ,7323,2013,12, 2013-12-31  ,0,0.01,1,4509.72,45.0972,74,0,402.56,84,0,0,0,0,4509.72,0, 2013-12-02         , N4             ,15000,2,21.12,31.68, 2013-12-03  ,89,,,, 2014-08-03        , 2013-12-03         ,0,0,               ,0,1,4950,0,2,4711,-1, 2014-01-01           ,0,0,0.74,30, 2012-11-26   ,3,               ,750,0, 
006860-,2345421,                ,7327,2013,12, 2013-12-31  ,0,0.01,1,8255.28,82.5528,104,0,1371.48,485,37,0,0,0,8255.28,0, 2013-12-02         , N4             ,16500,2,25.2,37.8, 2013-12-13  ,89,,,, 2014-12-02        , 2013-12-13         ,0,0,               ,0,1,3300,0,2,8941.02,-294, 2014-01-01           ,0,0,1.04,30, 2012-11-28   ,3,               ,687,0, 
006862-,2345423,                ,7329,2013,12, 2013-12-31  ,0,0.01,1,9988.36,99.8836,210,0,844.08,212,0,0,0,0,9988.36,0, 2013-12-02         , N4             ,20000,2,25.2,37.8, 2013-12-01  ,89,,,, 2014-12-02        , 2013-12-01         ,0,0,               ,0,1,4000,0,2,10410.4,5, 2014-01-01           ,0,0,2.1,30, 2012-11-29   ,3,               ,833,0, 
006863-,2345424,                ,7330,2013,12, 2013-12-31  ,0,0.01,1,12990.08,129.9008,229,0,1007.2,230,0,0,0,0,12990.08,0, 2013-12-02         , N4             ,25000,2,21.12,31.68, 2013-12-01  ,89,,,, 2015-01-02        , 2013-12-01         ,0,0,               ,0,1,8250,0,2,13493.68,7, 2014-01-01           ,0,0,2.29,30, 2012-11-29   ,3,               ,1000,0, 
006878-,2345438,                ,7345,2013,12, 2013-12-31  ,0,0.01,1,12207.24,122.0724,232,0,973.84,251,0,0,0,0,12207.24,0, 2013-12-02         , N4             ,35000,2,23.64,35.46, 2013-12-02  ,89,,,, 2015-11-13        , 2013-12-02         ,0,0,               ,0,1,8750,0,2,12694.16,-2, 2014-01-01           ,0,0,2.32,30, 2012-11-29   ,3,               ,972,0, 
006900-,2345460,                ,7367,2013,12, 2013-12-31  ,0,0.01,1,20666.52,206.6652,260,0,862.08,527,10,0,0,0,20666.52,0, 2013-12-02         , N4             ,31000,2,25.2,37.8, 2013-12-13  ,89,,,, 2015-11-15        , 2013-12-13         ,0,0,               ,0,1,6200,0,2,21097.56,-72, 2014-01-01           ,0,0,2.6,30, 2012-11-30   ,3,               ,861,0, 
006932-,2345492,                ,7399,2013,12, 2013-12-31  ,0,0.01,1,39982.99,399.8299,669,0,1665.36,504,0,0,0,0,39982.99,0, 2013-12-13         , N1             ,60000,2,33.48,50.22, 2013-12-13  ,89,,,, 2015-11-29        , 2013-12-13         ,0,0,               ,30,0,9000,0,2,40815.67,669, 2014-01-12           ,0,0,6.69,30, 2012-12-14   ,3,               ,1666,0, 
006934-,2345494,                ,7401,2013,12, 2013-12-31  ,0,0.01,1,19982.01,199.8201,314,0,854.14,546,0,0,0,0,19982.01,0, 2013-12-13         , N1             ,30000,2,31.44,47.16, 2013-12-13  ,89,,,, 2015-11-29        , 2013-12-13         ,0,0,               ,30,0,6000,0,2,20409.08,5, 2014-01-12           ,0,0,3.14,30, 2012-12-14   ,3,               ,833,0, 
006954-,2345514,                ,7421,2013,12, 2013-12-31  ,0,0.01,1,10002.28,100.0228,84,0,833.96,167,2,0,0,0,10002.28,0, 2013-12-17         , N4             ,20000,2,25.2,37.8, 2013-12-19  ,89,,,, 2014-12-18        , 2013-12-19         ,0,0,               ,30,0,4000,0,2,10419.26,61, 2014-01-16           ,0,0,0.84,30, 2012-12-18   ,3,               ,833,0, 
006968-,2345528,                ,7435,2013,12, 2013-12-31  ,0,0.01,1,7498.8,74.988,59,0,625.64,192,4,0,0,0,7498.8,0, 2013-12-17         , N1             ,15000,2,31.44,47.16, 2013-12-22  ,89,,,, 2014-12-18        , 2013-12-22         ,0,0,               ,30,0,3000,0,2,7811.62,24, 2014-01-16           ,0,0,0.59,30, 2012-12-18   ,3,               ,625,0, 
006978-,2345538,                ,7446,2013,12, 2013-12-31  ,0,0.01,1,23329,233.29,186,0,972.84,151,0,0,0,0,23329,0, 2013-12-17         , N16            ,35000,2,15.96,23.94, 2013-12-13  ,89,186,186,0, 2015-12-04        , 2013-12-13         ,0,0,               ,30,0,38500,0,2,23815.42,175, 2014-01-16           ,0,0,1.86,30, 2012-12-19   ,3,               ,972,0, 
007034-,2345594,                ,7502,2013,12, 2013-12-31  ,0,0.01,1,52086.92,520.8692,992,0,2082.32,996,2,0,0,0,52086.92,0, 2013-12-01         , N4             ,75000,2,23.64,35.46, 2013-12-02  ,89,,,, 2015-12-15        , 2013-12-02         ,0,0,               ,0,1,18750,0,2,53128.08,67, 2013-12-31           ,0,0,9.92,30, 2012-12-30   ,3,               ,2083,0, 
007041-,2345601,                ,7509,2013,12, 2013-12-31  ,0,0.01,1,1498.76,14.9876,5,0,9171.04,177,4,0,0,0,1498.76,0, 2013-12-01         , N16            ,16000,2,15.96,23.94, 2013-12-23  ,89,5,5,0, 2015-07-05        , 2013-12-23         ,0,0,               ,30,0,17600,0,2,6084.28,-66, 2013-12-31           ,0,0,0.05,30, 2013-01-02   ,3,               ,533,0, 
007066-,2345626,                ,7534,2013,12, 2013-12-31  ,0,0.01,1,20829.52,208.2952,356,0,95.88,607,0,0,0,0,20829.52,0, 2013-12-08         , N4             ,30000,2,26.76,40.14, 2013-12-08  ,89,,,, 2015-12-24        , 2013-12-08         ,0,0,               ,30,0,4500,0,2,20877.46,-126, 2014-01-07           ,0,0,3.56,30, 2013-01-09   ,3,               ,833,0, 
007068-,2345628,                ,7536,2013,12, 2013-12-31  ,0,0.01,1,3601.52,36.0152,6,0,700.24,85,1,0,0,0,3601.52,0, 2013-12-10         , N16            ,10500,2,15.96,23.94, 2013-12-27  ,89,6,6,0, 2014-07-10        , 2013-12-27         ,0,0,               ,30,0,11550,0,2,3951.64,-28, 2014-01-09           ,0,0,0.06,30, 2013-01-10   ,3,               ,583,0, 
007073-,2345633,                ,7541,2013,12, 2013-12-31  ,0,0.01,1,48615.08,486.1508,637,0,1944.52,1413,15,0,0,0,48615.08,0, 2013-12-10         , N1             ,70000,2,31.44,47.16, 2013-12-16  ,89,,,, 2015-12-27        , 2013-12-16         ,0,0,               ,30,0,14000,0,2,49587.34,-69, 2014-01-09           ,0,0,6.37,30, 2013-01-11   ,3,               ,1944,0, 
007085-,2345645,                ,7553,2013,12, 2013-12-31  ,0,0.01,1,9964.68,99.6468,63,0,833.16,174,0,0,0,0,9964.68,0, 2013-12-15         , N4             ,20000,2,25.2,37.8, 2013-12-22  ,89,,,, 2015-01-13        , 2013-12-22         ,0,0,               ,30,0,4000,0,2,10381.26,55, 2014-01-14           ,0,0,0.63,30, 2013-01-16   ,3,               ,833,0, 
007087-,2345647,                ,7555,2013,12, 2013-12-31  ,0,0.01,1,5836.88,58.3688,46,0,832.56,204,5,0,0,0,5836.88,0, 2013-12-17         , N1             ,15000,2,31.44,47.16, 2013-12-22  ,89,,,, 2014-07-20        , 2013-12-22         ,0,0,               ,30,0,3000,0,2,6253.16,-30, 2014-01-16           ,0,0,0.46,30, 2013-01-17   ,3,               ,833,0, 
