"suc","no_de_disposicion","org_id","acred_id","credito_id","destino_credito","monto_credito","fecha_entrega","fecha_vencimiento","tasa_mensual","tipo_tasa","frecuencia_pagos","finalidad","subfinalidad1","subfinalidad2"
"010-","FOMMUR00002       ","179","010-00295-02","010-001546-","OTRO FIN RELACIONADO","7500.00","25/03/2014","15/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"010-","FOMMUR00002       ","179","010-00363-02","010-001550-","OTRO FIN RELACIONADO","3000.00","25/03/2014","15/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"010-","FOMMUR00002       ","179","010-00408-02","010-001552-","OTRO FIN RELACIONADO","7500.00","25/03/2014","15/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"010-","FOMMUR00002       ","179","010-00449-02","010-001553-","OTRO FIN RELACIONADO","5000.00","25/03/2014","15/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"011-","FOMMUR00002       ","179","011-00415-02","011-002195-","OTRO FIN RELACIONADO","7500.00","21/03/2014","14/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"011-","FOMMUR00002       ","179","011-00773-02","011-002196-","OTRO FIN RELACIONADO","5000.00","21/03/2014","14/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"011-","FOMMUR00002       ","179","011-00774-02","011-002197-","OTRO FIN RELACIONADO","5000.00","21/03/2014","14/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"011-","FOMMUR00002       ","179","011-00775-02","011-002198-","OTRO FIN RELACIONADO","4000.00","21/03/2014","14/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"011-","FOMMUR00002       ","179","011-00776-02","011-002199-","OTRO FIN RELACIONADO","5000.00","21/03/2014","14/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"011-","FOMMUR00002       ","179","011-00777-02","011-002200-","OTRO FIN RELACIONADO","5000.00","21/03/2014","14/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"011-","FOMMUR00002       ","179","011-00778-02","011-002201-","OTRO FIN RELACIONADO","5000.00","21/03/2014","14/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"011-","FOMMUR00002       ","179","011-00782-02","011-002221-","OTRO FIN RELACIONADO","5000.00","28/03/2014","21/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"011-","FOMMUR00002       ","179","011-00783-02","011-002222-","OTRO FIN RELACIONADO","5000.00","28/03/2014","21/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"011-","FOMMUR00002       ","179","011-00784-02","011-002223-","OTRO FIN RELACIONADO","5000.00","28/03/2014","21/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"011-","FOMMUR00002       ","179","011-00785-02","011-002224-","OTRO FIN RELACIONADO","4000.00","28/03/2014","21/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"011-","FOMMUR00002       ","179","011-00786-02","011-002225-","OTRO FIN RELACIONADO","3000.00","28/03/2014","21/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
"011-","FOMMUR00002       ","179","011-00787-02","011-002226-","OTRO FIN RELACIONADO","5000.00","28/03/2014","21/07/2014","0.0474","SALDOS INSOLUTOS","SEMANAL","INVERSION DE NEGOCIO","CAPITAL DE TRABAJO",""
